sim month Balance SchedPrincipal UnschedPrincipal Liquidated
54 4 28287560566.27 47422383.99 162363877.85 436494.47
54 5 28070753775.36 47294159.80 169512631.11 465485.25
54 6 27866911279.98 47152257.35 156690238.03 499546.06
54 7 27684852006.58 47030223.83 135029049.56 536029.20
54 8 27505020918.34 46943307.66 132887780.59 571852.34
54 9 27348130362.92 46858650.19 110031905.23 635283.75
54 10 27189489150.12 46811785.78 111829427.03 701600.88
54 11 27067016634.85 46760784.43 75711730.85 775354.03
54 12 26926780362.49 46771104.35 93465168.00 863835.71
54 13 26748045084.13 46750001.85 131985276.51 957214.37
54 14 26563219557.98 46660856.75 138164669.40 1055020.65
54 15 26366953068.74 46559583.58 149706905.66 1112554.01
54 16 26142298023.00 46436514.57 178218531.17 1172784.25
54 17 25921180819.25 46261347.92 174855855.84 1237422.44
54 18 25712748736.48 46090180.44 162341902.33 1267695.32
54 19 25521183440.18 45939363.73 145625932.56 1296840.25
54 20 25322593488.58 45816724.78 152773226.82 1316001.75
54 21 25138878111.11 45679544.29 138035833.18 1344968.66
54 22 24962429732.67 45567353.02 130881025.42 1363258.58
54 23 24827860468.32 45466635.33 89102629.01 1387109.10
54 24 24672844486.80 45440893.04 109575088.48 1429733.94
54 25 24484974673.60 45376630.67 142493182.53 1471095.02
54 26 24312877431.93 45250496.17 126846745.49 1436226.06
54 27 24121285612.05 45151703.52 146440116.36 1430123.60
54 28 23913909979.83 45014899.08 162360733.15 1422323.20
54 29 23727128064.93 44846483.96 141935430.94 1416026.90
54 30 23531961795.20 44714574.92 150451694.82 1403088.86
54 31 23375847309.91 44564817.99 111549667.29 1394073.75
54 32 23233801094.23 44487235.59 97558980.10 1391148.26
54 33 23099697711.63 44434997.79 89668384.82 1458575.80
54 34 22975920255.80 44396831.27 79380624.56 1534498.39
54 35 22874999386.69 44377561.19 56543307.93 1614544.26
54 36 22759586978.31 44401903.91 71010504.46 1643775.60
54 37 22616056802.22 44397562.37 99132613.73 1668161.99
54 38 22483621533.37 44337383.44 88097885.42 1692681.17
54 39 22325172319.96 44297791.84 114151421.56 1719699.91
54 40 22158753711.89 44205622.73 122212985.34 1746370.84
54 41 22006435091.95 44095994.74 108222625.20 1775681.30
54 42 21843166298.61 44012822.24 119255971.09 1793132.33
54 43 21711059031.51 43906124.53 88201142.57 1813974.62
54 44 21579404322.70 43860641.58 87794067.23 1833746.70
54 45 21456264579.67 43814875.17 79324867.86 1890010.32
54 46 21343896345.15 43785349.06 68582885.45 1948601.78
54 47 21245169177.71 43776942.80 54950224.65 2009769.80
54 48 21133483474.13 43795905.92 67889797.66 2069664.33
54 49 20996486989.81 43787539.30 93208945.02 2128924.53
54 50 20862080463.39 43725694.30 90680832.12 2189738.07
54 51 20707594486.73 43667905.51 110818071.15 2277992.22
54 52 20551144607.60 43566588.94 112883290.19 2370776.37
54 53 20398165400.27 43459390.90 109519816.43 2468450.12
54 54 20239301806.69 43357824.05 115505769.53 2550437.12
54 55 20114370535.67 43241961.25 81689309.77 2631412.87
54 56 19982504101.41 43197158.32 88669275.94 2688098.04
54 57 19862661541.61 43136447.68 76706112.13 2649733.02
54 58 19753302436.13 43100568.18 66258537.30 2591198.14
54 59 19657231737.43 43086515.76 52984182.94 2529143.40
54 60 19549004884.84 43100717.99 65126134.61 2494920.85
54 61 19421282581.62 43087599.84 84634703.38 2457682.11
54 62 19288666258.81 43030466.42 89585856.39 2419013.91
54 63 19140881350.97 42961187.99 104823719.86 2362874.34
54 64 18995694874.76 42856524.43 102329951.78 2309585.16
54 65 18844491840.13 42755919.27 108447115.36 2257775.66
54 66 18697106562.58 42640020.32 104745257.23 2175601.73
54 67 18573791912.00 42530881.87 80783768.71 2099271.41
54 68 18447721580.05 42474947.42 83595384.53 2025098.11
54 69 18336240433.26 42411186.90 69069959.88 2043057.09
54 70 18228730565.04 42379784.56 65130083.66 2061506.63
54 71 18136731052.97 42356586.75 49642925.33 2081855.19
54 72 18035150008.68 42368569.09 59212475.20 2155090.57
54 73 17909359343.08 42357509.22 83433156.38 2219260.64
54 74 17782368544.18 42288479.86 84702319.04 2279183.85
54 75 17649457826.00 42215457.27 90695260.91 2216424.34
54 76 17501441468.40 42126826.12 105889531.48 2152074.78
54 77 17356896547.72 42000283.87 102544636.81 2089236.05
54 78 17220209165.47 41879987.19 94807395.06 2053037.53
54 79 17098546056.79 41776753.91 79886354.77 2016565.57
54 80 16981069773.47 41708352.63 75767930.69 1981025.61
54 81 16874221402.23 41648721.08 65199650.17 1970213.17
54 82 16768463581.02 41613955.36 64143865.85 1959886.50
54 83 16684264658.47 41580813.69 42618108.85 1952044.37
54 84 16585063516.84 41600494.68 57600646.95 1896010.56
54 85 16461677627.66 41582111.71 81803777.47 1828067.63
54 86 16340659944.49 41501863.83 79515819.35 1754506.85
54 87 16213992317.90 41425843.91 85241782.68 1754454.21
54 88 16072986425.96 41333885.70 99672006.23 1749641.88
54 89 15939388901.15 41203446.09 92394078.72 1742667.89
54 90 15805033618.43 41089962.50 93265320.21 1729193.96
54 91 15688893814.47 40972536.03 75167267.92 1717515.22
54 92 15579731093.29 40900581.33 68262139.86 1705624.27
54 93 15474729555.60 40845525.61 64156012.08 1649454.52
54 94 15373587925.45 40800120.80 60341509.36 1592962.51
54 95 15292838054.82 40763727.63 39986143.00 1539792.71
54 96 15197986110.50 40780502.70 54071441.61 1523942.43
54 97 15080263135.89 40758949.06 76964025.56 1506086.12
54 98 14968125484.66 40674748.60 71462902.63 1488826.26
54 99 14843695989.09 40604132.72 83825362.85 1433184.49
54 100 14709791781.31 40498457.67 93405750.11 1377832.36
54 101 14586940947.14 40364846.67 82485987.51 1325221.00
54 102 14455877444.53 40259460.98 90804041.62 1283752.73
54 103 14345804432.91 40129336.13 69943675.49 1245541.84
54 104 14242387052.83 40055599.00 63361781.08 1208894.79
54 105 14142955428.88 39999045.95 59432578.00 1151676.04
54 106 14049700079.53 39952374.39 53302974.97 1097810.69
54 107 13971282604.47 39921988.98 38495486.08 1047031.65
54 108 13881568327.63 39932908.43 49781368.42 1010513.81
54 109 13770766628.03 39910764.75 70890934.85 973765.65
54 110 13668373038.99 39826648.28 62566940.76 939035.04
54 111 13547969325.80 39765234.68 80638478.51 920310.51
54 112 13422313773.32 39649660.48 86005892.00 902068.80
54 113 13306871256.04 39516522.04 75925995.24 885280.53
54 114 13183885685.41 39411457.49 83574113.14 822818.68
54 115 13083256711.98 39281919.99 61347053.44 766403.06
54 116 12983256773.49 39217109.63 60782828.86 714248.65
54 117 12889568861.76 39152603.82 54535307.91 692783.37
54 118 0.00 39105745.91 12850463115.86 672506.33
55 0 29040913330.15 0.00 0.00 0.00
55 1 28872982258.95 47655167.23 120275903.98 369246.90
55 2 28692651386.40 47600831.36 132730041.19 384052.26
55 3 28494024674.16 47524760.29 151101951.94 409364.85
55 4 28273037211.34 47416855.97 173570606.85 436222.42
55 5 28030775885.74 47269878.97 194991446.63 464726.62
55 6 27796517163.70 47085124.90 187173597.14 486337.26
55 7 27590271586.16 46911464.84 159334112.70 509058.44
55 8 27396065748.09 46783001.43 147422836.63 530197.65
55 9 27234675746.34 46673113.11 114716888.65 583880.78
55 10 27065465752.70 46617688.78 122592304.85 638379.11
55 11 26926446617.02 46547616.19 92471519.50 697059.56
55 12 26766669095.20 46528400.54 113249121.28 745037.16
55 13 26575482887.36 46472288.91 144713918.93 795663.98
55 14 26388643936.62 46360176.91 140478773.83 848871.19
55 15 26195527324.01 46254006.03 146862606.58 868038.68
55 16 25981970879.13 46135094.78 167421350.11 887533.70
55 17 25780071603.18 45978201.54 155921074.40 908787.93
55 18 25593998334.33 45839835.69 140233433.16 945825.04
55 19 25433262686.16 45727747.21 115007900.96 984473.49
55 20 25281747537.34 45659413.56 105855735.25 1017432.94
55 21 25147968368.76 45606398.59 88172769.99 1045399.80
55 22 25017875143.54 45584369.82 84508855.39 1066091.89
55 23 24917044855.39 45568175.46 55262112.70 1087305.80
55 24 24796041339.14 45604733.91 75398782.34 1100386.82
55 25 24644750285.57 45603879.02 105687174.55 1112517.44
55 26 24499956267.67 45546368.36 99247649.53 1125236.52
55 27 24338886637.78 45499680.61 115569949.28 1144450.11
55 28 24166159506.07 45421491.26 127305640.45 1163306.64
55 29 24009270232.52 45319999.59 111569273.96 1183334.68
55 30 23839553835.64 45246701.78 124469695.11 1196703.24
55 31 23696560808.80 45147714.12 97845312.72 1212465.16
55 32 23562600961.14 45097931.30 88861916.35 1233277.47
55 33 23434230337.63 45064254.35 83306369.16 1258672.60
55 34 23314568747.62 45040305.59 74621284.42 1289292.31
55 35 23215205079.52 45032265.08 54331403.03 1322207.23
55 36 23098929563.52 45062867.67 71212648.33 1358233.85
55 37 22950184896.46 45060109.23 103684557.83 1393280.10
55 38 22812355837.72 44992984.43 92836074.31 1430278.73
55 39 22647028446.97 44946025.43 120381365.32 1464151.77
55 40 22472941571.34 44843463.71 129243411.92 1498769.65
55 41 22313709239.90 44721757.32 114510574.12 1535714.74
55 42 22143249379.07 44627918.17 125831942.66 1544043.67
55 43 22005850589.49 44509881.82 92888907.76 1554543.53
55 44 21866869125.61 44456771.65 94524692.24 1565282.69
55 45 21733183886.49 44399262.45 89285976.67 1561569.40
55 46 21610701326.61 44351298.57 78131261.31 1559180.79
55 47 21504208920.82 44325144.30 62167261.48 1558665.75
55 48 21384474879.44 44331000.25 75403041.13 1563178.59
55 49 21240287338.56 44308801.08 99878739.80 1565488.54
55 50 21100679545.08 44234762.02 95373031.47 1568145.23
55 51 20937200848.06 44168697.01 119310000.00 1653056.48
55 52 20770095914.39 44051034.04 123053899.63 1742351.27
55 53 20605991240.35 43923804.50 120180869.54 1833508.59
55 54 20433251055.17 43801058.52 128939126.66 1877819.99
55 55 20297989454.91 43657908.77 91603691.48 1922678.84
55 56 20156611135.33 43593130.20 97785189.39 1950892.27
55 57 20030781872.97 43513908.37 82315353.98 1925268.58
55 58 19918249110.02 43466961.98 69065800.97 1882975.92
55 59 19820397589.28 43447851.40 54403669.34 1840278.93
55 60 19709367685.04 43459922.97 67569981.26 1856553.28
55 61 19576458679.77 43442396.34 89466608.93 1868221.18
55 62 19437924753.85 43375520.77 95158405.14 1878382.89
55 63 19285022948.36 43294874.87 109606930.62 1821357.50
55 64 19136869910.05 43180516.24 104972522.07 1765150.71
55 65 18983528032.22 43074950.90 110266926.94 1709575.88
55 66 18834275811.13 42955864.26 106296356.82 1642644.08
55 67 18709741140.36 42844124.53 81690546.25 1578598.24
55 68 18582226754.54 42787034.86 84727350.96 1517062.96
55 69 18469606337.68 42721633.64 69898783.22 1527234.07
55 70 18361186418.46 42689274.35 65730644.87 1537134.03
55 71 18267772352.66 42665639.96 50748425.84 1547665.38
55 72 18163505013.95 42676177.39 61591161.33 1534027.10
55 73 18034360230.44 42660648.55 86484134.95 1518269.73
55 74 17904876508.69 42585510.20 86898211.55 1502409.50
55 75 17770297682.62 42508168.86 92070657.21 1441191.19
55 76 17621119811.68 42417127.29 106760743.65 1382165.30
55 77 17476009191.77 42289354.95 102821264.96 1326571.82
55 78 17338959290.91 42169195.55 94880705.31 1319279.83
55 79 17217068652.62 42066585.58 79824052.71 1313235.06
55 80 17099379210.03 41999142.68 75690299.91 1306610.52
55 81 16992409142.68 41940588.55 65029478.80 1292876.43
55 82 16886546804.13 41907132.98 63955205.57 1279581.71
55 83 16802419105.70 41875355.74 42252342.70 1267927.52
55 84 16703095190.85 41896675.44 57427239.41 1277914.63
55 85 16579302365.37 41879432.31 81913393.17 1286220.80
55 86 16457822662.24 41799600.62 79680102.51 1294794.16
55 87 16330665841.84 41724090.53 85432729.87 1284724.85
55 88 16189070422.31 41632565.55 99962853.97 1273032.14
55 89 16054942157.19 41502295.82 92625969.31 1261493.46
55 90 15920053747.01 41389136.33 93499273.85 1241200.03
55 91 15803532455.49 41272026.40 75249265.12 1222682.55
55 92 15694050137.45 41200779.07 68281538.97 1205106.47
55 93 15588727125.82 41146489.10 64176522.53 1183982.93
55 94 15487251963.78 41101845.76 60373316.27 1163626.14
55 95 15406304996.23 41066188.78 39880778.77 1145386.89
55 96 15311119807.20 41084090.03 54101099.01 1155869.39
55 97 15192858234.98 41063304.60 77198267.61 1164509.47
55 98 15080202154.66 40979323.24 71676757.09 1173276.80
55 99 14955066621.27 40908794.43 84226738.96 1211479.34
55 100 14820301141.66 40802709.44 93962770.17 1242945.16
55 101 14696599943.31 40668262.14 83032936.21 1273617.71
55 102 14564604607.11 40562213.29 91433122.91 1258184.84
55 103 14453745859.12 40431190.12 70427557.87 1244555.92
55 104 14349576852.86 40356949.10 63812057.16 1231692.01
55 105 14249346136.26 40299808.95 59930907.65 1258003.10
55 106 14155262562.90 40252414.55 53831158.82 1283936.88
55 107 14076049194.15 40221214.89 38992153.86 1311128.88
55 108 13985404832.91 40231479.70 50412881.54 1323856.96
55 109 13873343713.50 40207940.18 71853179.23 1455406.97
55 110 13769702408.55 40121783.79 63519521.16 1474768.58
55 111 13647938755.97 40058542.34 81705110.24 1438792.31
55 112 13520909785.27 39940789.30 87088181.39 1401749.40
55 113 13404066433.23 39805026.39 77038325.65 1493405.73
55 114 13279471431.05 39697066.78 84897935.40 1590933.56
55 115 13177240496.66 39563968.19 62666966.20 1696005.28
55 116 13075617522.08 39495948.92 62127025.65 1679272.02
55 117 12980318115.42 39428112.57 55871294.10 1697925.35
55 118 0.00 39377916.06 12940940199.37 1716966.95
56 0 29040913330.15 0.00 0.00 0.00
56 1 28872982258.95 47655167.23 120275903.98 369246.90
56 2 28693435207.37 47600831.34 131946220.24 384067.36
56 3 28496244460.59 47526058.51 149664688.27 409411.04
56 4 28287926912.93 47420549.47 160896998.19 436520.27
56 5 28069833705.60 47294772.30 170798435.03 465487.21
56 6 27856533511.57 47150715.79 166149478.24 497183.76
56 7 27656517486.62 47012718.24 153003306.72 530685.27
56 8 27456379829.24 46895276.66 153242380.71 563061.38
56 9 27288481862.13 46775845.05 121122122.06 597909.02
56 10 27120996482.20 46709802.95 120775576.97 631429.86
56 11 26986260037.63 46643172.45 88093272.13 667304.41
56 12 26833629238.44 46631806.67 105998992.52 717959.30
56 13 26649677687.14 46588588.73 137362962.57 772526.95
56 14 26463155489.67 46489640.98 140032556.48 832124.32
56 15 26268634442.53 46384627.30 148136419.84 860532.89
56 16 26044035127.37 46263849.89 178335465.27 889918.27
56 17 25818196129.78 46088013.34 179750984.24 921301.53
56 18 25596435303.55 45907663.84 175853162.40 925570.87
56 19 25358950738.02 45732200.74 191752364.79 928882.48
56 20 25097411668.39 45526165.18 216012904.44 924690.58
56 21 24871671351.26 45274051.45 180466265.68 937390.16
56 22 24671460773.94 45083739.04 155126838.28 945173.86
56 23 24527901720.84 44937420.55 98621632.55 955435.60
56 24 24362444288.85 44892715.98 120564716.01 965098.51
56 25 24158854081.31 44806645.50 158783562.04 973077.19
56 26 23971169542.77 44648599.90 143035938.63 981689.80
56 27 23764915441.34 44517911.41 161736190.02 980753.70
56 28 23544603915.09 44350632.07 175960894.18 979406.52
56 29 23344313618.26 44154691.34 156135605.49 979163.27
56 30 23127686566.32 43993900.73 172633151.21 981129.74
56 31 22947553159.92 43799929.30 136333477.10 985977.98
56 32 22786757747.06 43672841.13 117122571.73 995637.31
56 33 22645086026.34 43580800.92 98090919.80 1022523.00
56 34 22520893663.28 43523947.50 80668415.55 1054585.29
56 35 22420222236.19 43499639.05 57171788.04 1089076.93
56 36 22302009746.81 43520100.07 74692389.32 1122210.05
56 37 22150111473.58 43505893.38 108392379.84 1154994.55
56 38 22011603401.22 43424843.94 95083228.42 1189805.76
56 39 21848216666.48 43368798.90 120017935.84 1181685.66
56 40 21679098282.24 43262272.40 125856111.83 1173806.67
56 41 21525485495.24 43142612.79 110470174.21 1167451.27
56 42 21362160715.23 43051982.70 120272797.30 1224685.27
56 43 21231570784.80 42940255.02 87649675.41 1285695.01
56 44 21101866502.42 42892880.55 86811401.84 1347666.46
56 45 20979845506.10 42846159.06 79174837.25 1415869.93
56 46 20868667509.72 42813982.13 68364014.25 1488119.94
56 47 20771426798.07 42803055.58 54437656.07 1564898.77
56 48 20661876231.84 42820194.58 66730371.65 1593735.86
56 49 20528775544.67 42811347.03 90289340.13 1620656.58
56 50 20398845275.62 42752699.55 87177569.49 1648481.88
56 51 20249156346.59 42699334.76 106989594.28 1721156.63
56 52 20097037274.57 42603184.28 109515887.74 1795172.27
56 53 19948244153.17 42500240.56 106292880.84 1871148.77
56 54 19793854613.52 42402840.02 111986699.63 1855761.37
56 55 19672552168.06 42291819.48 79010625.98 1838098.73
56 56 19544427365.36 42250094.45 85874708.25 1802619.93
56 57 19428009317.68 42192565.79 74225481.89 1758339.04
56 58 19321976623.06 42159213.56 63873481.05 1700516.86
56 59 19228950877.48 42147507.89 50878237.69 1642674.66
56 60 19123999625.27 42163475.77 62787776.44 1614113.06
56 61 18999910705.56 42152657.64 81936262.08 1585861.12
56 62 18870976602.97 42098649.80 86835452.78 1558956.74
56 63 18727118357.20 42032577.17 101825668.60 1548792.05
56 64 18585734618.96 41931720.95 99452017.29 1538965.35
56 65 18438431456.32 41834702.74 105468459.90 1529001.27
56 66 18294781996.91 41722563.11 101926896.29 1532915.66
56 67 18174629654.12 41616872.04 78535470.76 1539719.17
56 68 18051714552.04 41563129.81 81351972.26 1546418.43
56 69 17943107891.22 41501820.92 67104839.90 1541879.16
56 70 17838415741.09 41472262.31 63219887.81 1537739.26
56 71 17748912507.65 41450814.47 48052418.97 1533873.78
56 72 17650097206.75 41463921.91 57351378.99 1543229.18
56 73 17527612882.76 41454630.96 81029693.03 1550276.36
56 74 17403998597.46 41388673.16 82225612.14 1556368.39
56 75 17274534846.09 41318675.98 88145075.38 1549544.16
56 76 17130219438.50 41233286.09 103082121.50 1541034.57
56 77 16989241699.33 41110647.69 99867091.47 1532721.71
56 78 16855921005.39 40994044.12 92326649.82 1528276.26
56 79 16737263300.15 40894072.84 77763632.40 1523368.26
56 80 16622666648.88 40828103.72 73768547.55 1518868.85
56 81 16518485399.06 40770735.94 63410513.88 1498776.41
56 82 16415388215.54 40737749.42 62359434.10 1479124.13
56 83 16333407777.95 40706406.05 41274031.54 1461549.43
56 84 16236683156.34 40726674.88 55997946.73 1452849.50
56 85 16116204611.21 40709524.84 79769020.29 1441423.16
56 86 15997984796.00 40631597.64 77588217.57 1435015.81
56 87 15874078969.38 40557434.26 83348392.36 1591657.33
56 88 15735965288.98 40467236.50 97646443.90 1759019.71
56 89 15605107550.36 40339372.31 90518366.31 1750146.12
56 90 15473564885.41 40228254.50 91314410.45 1680540.62
56 91 15359919009.72 40113418.07 73532457.63 1614963.52
56 92 15253146820.47 40043226.78 66728962.47 1564337.39
56 93 15150411493.00 39989495.83 62745831.63 1546515.57
56 94 15051413030.73 39945115.99 59053346.28 1528995.03
56 95 14972193643.19 39909055.79 39310331.76 1662622.80
56 96 14878978753.19 39924592.44 53290297.55 1817032.70
56 97 14763161049.72 39902053.17 75915650.30 1981970.60
56 98 14652947742.50 39818435.10 70394872.13 1835733.35
56 99 14530809552.98 39748397.80 82389791.71 1679521.05
56 100 14399504849.12 39644293.13 91660410.73 1534967.44
56 101 14278952272.66 39512657.89 81039918.58 1565671.65
56 102 14150234439.05 39408328.28 89309505.32 1653151.17
56 103 14041941684.19 39279411.43 69013343.43 1746365.55
56 104 13940070630.83 39205469.16 62665584.20 1792191.06
56 105 13841947285.60 39148157.87 58975187.36 1784914.07
56 106 13749478876.49 39100067.51 53368341.60 1778934.25
56 107 13671171317.42 39067260.09 39240298.98 1607173.66
56 108 13580755235.97 39073632.75 51342448.70 1511317.69
56 109 13468693863.01 39044201.55 73017171.42 1543334.93
56 110 13364902410.77 38950829.73 64840622.51 1675344.52
56 111 13240765082.82 38879327.63 85258000.31 1939086.76
56 112 13109158913.66 38746611.52 92859557.64 2241827.77
56 113 12988597729.57 38590334.70 81970849.39 2301554.17
56 114 12860243883.67 38464460.94 89889384.96 2273117.41
56 115 12755152053.80 38313144.39 66778685.48 2248331.01
56 116 12650772660.08 38228416.23 66150977.49 2430514.70
56 117 12552769639.11 38144029.56 59858991.41 2640574.51
56 118 0.00 38077216.19 12514692422.91 2867274.12
57 0 29040913330.15 0.00 0.00 0.00
57 1 28872982258.95 47655167.23 120275903.98 369246.90
57 2 28692563474.90 47600831.37 132817952.68 384049.38
57 3 28493536880.18 47524614.70 151501980.01 409351.41
57 4 28281880185.34 47416043.96 164240650.88 436379.37
57 5 28066255669.84 47284662.73 168339852.78 465394.17
57 6 27861099403.69 47144715.31 158011550.83 491298.11
57 7 27670311428.88 47020445.21 143767529.61 518189.41
57 8 27477307426.94 46918700.45 146085301.50 543096.43
57 9 27315888223.99 46811488.14 114607714.81 604262.83
57 10 27151113848.46 46756654.04 118017721.49 667401.06
57 11 27010232412.05 46694852.74 94186583.66 735544.77
57 12 26847058495.41 46673141.73 116500774.91 769986.71
57 13 26650963142.85 46611846.73 149483505.84 806262.42
57 14 26448116277.00 46491860.96 156355004.90 845045.78
57 15 26236218962.95 46358247.53 165539066.52 870904.58
57 16 25991310438.87 46206745.71 198701778.37 897121.88
57 17 25754242462.12 45994700.94 191073275.80 924974.23
57 18 25538165795.14 45793847.40 170282819.58 979294.27
57 19 25325616307.22 45627896.01 166921591.91 1036891.71
57 20 25111158600.75 45466021.84 168991684.63 1090039.24
57 21 24894773962.99 45298623.36 171086014.41 1063533.68
57 22 24615206634.58 45125466.98 234441861.43 1028306.49
57 23 24304611806.07 44834885.07 265759943.44 992957.39
57 24 23764999336.67 44483942.64 495128526.76 1006686.97
57 25 22652189090.35 43707748.00 1069102498.32 1001102.00
57 26 21414999965.36 41863963.60 1195325161.39 990780.30
57 27 19903496542.95 39770563.66 1471732858.74 969318.08
57 28 18192515659.50 37144110.05 1673836773.40 955946.90
57 29 16570434117.58 34117221.13 1587964320.80 948071.95
57 30 15001680857.78 31227635.22 1537525624.58 931078.29
57 31 13806713704.33 28410082.93 1166557070.52 937885.27
57 32 12788472879.44 26275702.72 991965122.17 950025.92
57 33 11864745052.75 24457817.64 899270009.06 975975.98
57 34 11070510881.26 22803239.64 771430931.85 994063.23
57 35 10312234496.39 21382046.87 736894338.00 1004844.35
57 36 9606636491.75 20016268.40 685581736.24 982389.55
57 37 8884527416.31 18739366.93 703369708.51 951661.59
57 38 8249865429.69 17417055.34 617244931.29 926246.83
57 39 7612279005.78 16253462.25 621332961.66 949908.46
57 40 7034382407.69 15072165.96 562824432.14 976190.61
57 41 6518934658.59 13997573.36 501450175.73 1001548.51
57 42 6026285081.00 13036956.86 479612620.74 980270.61
57 43 5637743827.56 12112268.03 376428985.41 968196.87
57 44 5265209653.49 11388395.28 361145778.80 953534.72
57 45 4942643792.17 10689517.04 311876344.28 942527.78
57 46 4664935268.09 10085362.59 267623161.49 932456.76
57 47 4409060262.41 9566921.67 246308084.00 923937.46
57 48 4181141949.24 9087992.46 218830320.72 951236.26
57 49 3953834891.38 8661974.61 218645083.25 974270.73
57 50 3746575554.32 8232737.83 199026599.23 997824.24
57 51 3540637652.05 7841059.54 198096842.74 965336.12
57 52 3357882544.30 7448011.62 175307096.13 935541.49
57 53 3184713107.27 7099835.86 166069601.17 904343.41
57 54 3028447039.23 6768282.23 149497785.81 898387.94
57 55 0.00 6469308.02 3021977730.45 895784.29
58 0 29040913330.15 0.00 0.00 0.00
58 1 28872982258.95 47655167.23 120275903.98 369246.90
58 2 28691631711.51 47600831.40 133749716.04 384029.04
58 3 28490890708.95 47523071.47 153217931.09 409288.36
58 4 28274378470.14 47411640.71 169100598.10 436196.80
58 5 28043454120.34 47272121.26 183652228.54 464848.26
58 6 27821747115.80 47106430.44 174600574.09 481152.13
58 7 27625860026.52 46954064.13 148933025.15 498053.57
58 8 27434326575.78 46843377.09 144690073.66 512784.02
58 9 27271067772.47 46738315.52 116520487.78 573174.15
58 10 27104531181.15 46679984.10 119856607.22 637505.50
58 11 26968767722.11 46614781.90 89148677.14 709479.20
58 12 26814244747.62 46601557.31 107921417.18 730764.10
58 13 26631842485.12 46554965.30 135847297.21 753565.65
58 14 26454177802.72 46458619.89 131206062.51 778871.56
58 15 26273250114.15 46368965.11 134558723.46 818081.65
58 16 26075321834.26 46272030.89 151656249.01 860574.97
58 17 25883846071.90 46143405.49 145332356.86 907375.38
58 18 25705303052.33 46024398.78 132518620.79 926831.21
58 19 25548497598.05 45926687.17 110878767.12 946004.51
58 20 25398661409.17 45866403.26 103969785.61 959299.18
58 21 25263811414.76 45817510.94 89032483.48 934719.25
58 22 25129826058.08 45794662.95 88190693.72 899618.74
58 23 25026620589.45 45772496.76 57432971.86 866452.19
58 24 24904339708.18 45805718.61 76475162.66 869017.84
58 25 24753543056.83 45803510.65 104993140.70 870736.75
58 26 24610086279.95 45747905.71 97708871.16 872850.92
58 27 24445153389.27 45704746.72 119228143.97 858832.39
58 28 24266235855.39 45620410.93 133297122.95 845008.13
58 29 24103249337.53 45508345.09 117478172.77 832399.34
58 30 23927653496.45 45424474.24 130171366.85 849056.97
58 31 23781619078.94 45315220.83 100719196.67 867288.42
58 32 23644837372.89 45260472.26 91521233.79 889379.22
58 33 23514102350.58 45222281.12 85512741.20 872553.29
58 34 23392318980.61 45194657.15 76588712.82 857432.41
58 35 23291502214.32 45183372.34 55633393.95 844068.36
58 36 23173934428.57 45211949.78 72355835.97 856675.79
58 37 23024073250.39 45207456.30 104653721.88 868937.57
58 38 22886414684.50 45138922.50 92519643.39 882654.63
58 39 22723948015.47 45093154.29 117373514.74 852539.79
58 40 22554704823.81 44997117.46 124246074.21 824633.58
58 41 22400247837.02 44885944.49 109571042.30 799603.46
58 42 22234781993.07 44802511.39 120663332.56 793046.41
58 43 22101102282.83 44695424.00 88984286.23 788138.84
58 44 21967855914.55 44650794.23 88595574.05 783725.07
58 45 21843309057.54 44605809.28 79941047.72 830226.78
58 46 21729874112.36 44577435.39 68857509.79 879915.97
58 47 21630384291.89 44570877.38 54918943.09 933058.31
58 48 21517790768.22 44592334.24 68001189.43 979120.50
58 49 21380282968.24 44586170.12 92921629.86 1026321.71
58 50 21245640286.69 44527362.41 90115319.14 1075678.49
58 51 21090340652.81 44473298.58 110826335.29 1108109.06
58 52 20932544272.29 44374525.64 113421854.88 1141270.72
58 53 20778187504.17 44268766.46 110088001.66 1175309.08
58 54 20617859913.79 44168469.29 116159121.10 1243257.13
58 55 20491944288.67 44053683.14 81861941.97 1314327.46
58 56 20358803275.94 44010953.66 89130059.07 1375966.74
58 57 20237813319.27 43951634.08 77038322.60 1372485.77
58 58 20127627045.23 43917401.83 66268872.21 1358758.02
58 59 20030964045.42 43905694.50 52757305.31 1343844.94
58 60 19921886029.01 43922816.23 65155200.17 1334989.83
58 61 19792845084.34 43912060.49 85128884.19 1324980.41
58 62 19658703466.13 43856264.38 90285353.82 1313976.74
58 63 19509015257.11 43787815.77 105900393.26 1307127.85
58 64 19361921311.50 43683138.12 103410807.49 1300040.28
58 65 19208576747.56 43582501.60 109762062.34 1292023.90
58 66 19059103852.55 43465981.26 106006913.74 1274351.58
58 67 18934160648.34 43356332.57 81586871.64 1258872.46
58 68 18806280975.79 43300924.19 84578748.36 1243346.34
58 69 18693051418.66 43237415.60 69992141.54 1255073.77
58 70 18583839900.78 43206398.27 66005119.61 1266059.94
58 71 18490490336.96 43183687.03 50165876.79 1278038.36
58 72 18386957469.80 43197118.59 60335748.57 1278991.06
58 73 18257704556.41 43186079.59 86066833.81 1278122.46
58 74 18125981630.35 43113481.97 88609444.10 1276800.95
58 75 17987530449.55 43033558.04 95417622.76 1264814.03
58 76 17834486069.97 42936006.93 110108372.64 1251588.14
58 77 17686442793.30 42801667.40 105241609.27 1238649.84
58 78 17547374229.94 42677305.62 96391257.74 1194776.75
