sim month Balance SchedPrincipal UnschedPrincipal Liquidated
206 87 6851364079.79 17824218.97 161761440.38 839987.56
206 88 6666815625.72 17465791.87 167082662.20 818783.72
206 89 6484057453.62 17090345.11 165667827.00 793044.28
206 90 6217137762.59 16715042.95 250204648.08 754713.08
206 91 5890297606.23 16117044.54 310723111.82 711489.65
206 92 5567460318.84 15355791.75 307481495.64 669948.04
206 93 5249301359.50 14596143.38 303562815.96 634826.72
206 94 4954272442.25 13839923.26 281188994.00 615355.75
206 95 4687158654.47 13136245.06 253977542.72 579464.95
206 96 4402669640.60 12498772.27 271990241.59 540291.10
206 97 4091957836.45 11807199.89 298904604.26 498303.54
206 98 3831787748.94 11036742.52 249133344.99 462367.01
206 99 3566684960.92 10394330.00 254708458.01 435412.51
206 100 3308054590.56 9730868.20 248899502.16 409846.97
206 101 3072412005.30 9077327.46 226565257.80 385208.84
206 102 0.00 8479505.96 3063932498.58 359771.26
207 0 29040913330.15 0.00 0.00 0.00
207 1 28872982258.95 47655167.23 120275903.98 369246.90
207 2 28691720298.32 47600831.40 133661129.23 384030.91
207 3 28491246135.60 47523218.19 152950944.53 409295.82
207 4 28266487402.78 47412232.41 177346500.41 436055.70
207 5 28007761740.86 47258928.98 211466732.94 464215.29
207 6 27731911242.60 47046478.93 228804019.33 478563.60
207 7 27465369355.81 46802455.81 219739430.98 493232.55
207 8 27160214254.86 46571251.29 258583849.67 505201.36
207 9 26862608654.15 46271399.11 251334201.60 524425.16
207 10 26590101174.20 45980969.70 226526510.26 542352.30
207 11 26395145935.68 45730285.51 149224953.01 563384.17
207 12 26150936575.71 45610568.33 198598791.64 588253.53
207 13 25875121799.50 45403537.98 230411238.23 613892.18
207 14 25650383037.49 45138738.63 179600023.38 642038.03
207 15 25445573683.74 44960308.63 159849045.12 657742.85
207 16 25219019386.90 44814621.07 181739675.77 674046.88
207 17 24993950698.43 44628406.94 180440281.53 690419.99
207 18 24765624759.09 44442326.53 183883612.82 747553.11
207 19 24535048470.21 44247983.57 186328305.30 808516.07
207 20 24305986366.33 44047086.08 185015017.79 867923.49
207 21 24103738977.61 43846344.20 158401044.52 923878.75
207 22 23916655213.25 43691633.38 143392130.98 976580.73
207 23 23775855622.13 43562400.23 97237190.89 1031791.24
207 24 23606699496.03 43516094.51 125640031.59 1030041.26
207 25 23399772745.74 43416551.86 163510198.42 1025241.64
207 26 23209792770.31 43245592.64 146734382.79 1020916.72
207 27 23002012735.36 43103763.03 164676271.93 1036911.50
207 28 22779892964.84 42926689.33 179193081.19 1053066.18
207 29 22579806494.88 42720351.57 157366118.39 1069331.35
207 30 22366855614.72 42552986.20 170397893.97 1028783.63
207 31 22191900362.33 42358972.09 132596280.30 991549.93
207 32 22031079406.91 42234718.78 118586236.64 960205.16
207 33 21878841331.59 42135582.38 110102492.93 960562.71
207 34 21738059393.21 42051326.29 98730612.09 964684.49
207 35 21619624683.06 41987731.74 76446978.41 970665.71
207 36 21485071357.93 41966186.56 92587138.57 1013220.22
207 37 21318376444.48 41912352.26 124782561.20 1056036.31
207 38 21168694677.27 41794329.89 107887437.33 1101472.89
207 39 20991699907.22 41708096.49 135286673.56 1108395.53
207 40 20810258413.06 41566282.80 139875211.35 1115931.24
207 41 20647200153.11 41413563.31 121644696.64 1125569.62
207 42 20477973787.24 41295455.33 127930910.54 1132420.84
207 43 20346342395.27 41163125.76 90468266.21 1141859.74
207 44 20218010166.62 41104790.26 87227438.39 1150901.73
207 45 20099069275.27 41051880.70 77889010.65 1187909.89
207 46 19992300594.05 41016970.48 65751710.74 1226872.10
207 47 19899721392.29 41006041.15 51573160.61 1268254.24
207 48 19794864105.29 41023648.08 63833638.93 1298919.92
207 49 19665811016.04 41015364.81 88037724.45 1328555.84
207 50 19537388906.49 40955969.80 87466139.75 1359299.74
207 51 19383634509.45 40896643.64 112857753.40 1395639.76
207 52 19226944678.46 40782771.25 115907059.74 1433082.57
207 53 19076788657.65 40660884.76 109495136.05 1471520.71
207 54 18922435294.72 40550974.23 113802388.70 1521970.53
207 55 18801374569.63 40430325.35 80630399.73 1573603.91
207 56 18673873229.79 40379333.25 87122006.59 1611829.97
207 57 18559372200.45 40313469.90 74187559.44 1560114.13
207 58 18456400483.08 40274524.87 62697192.49 1498587.33
207 59 18366847368.62 40259689.23 49293425.24 1438862.56
207 60 18266290600.92 40273471.00 60283296.70 1388272.11
207 61 18147662595.80 40262502.01 78365503.11 1339687.00
207 62 18024401342.51 40210733.27 83050520.02 1293098.76
207 63 17886887022.60 40147422.79 97366897.13 1264361.33
207 64 17751698835.04 40050886.53 95137301.02 1237723.41
207 65 17610838646.82 39957926.87 100902261.35 1212269.30
207 66 17473617976.94 39850603.72 97370066.16 1145408.84
207 67 17358711643.97 39749773.49 75156559.48 1083370.99
207 68 17241088195.35 39698260.60 77925188.01 1024735.16
207 69 17137282932.56 39639266.26 64165996.53 986806.29
207 70 17037038709.16 39610940.23 60633283.18 950762.00
207 71 16951456801.85 39589941.85 45991965.45 917104.31
207 72 16857165192.24 39602320.82 54689288.79 889187.74
207 73 16740452435.29 39593732.86 77119024.09 861411.86
207 74 16622854649.55 39531457.42 78066328.31 834953.98
207 75 16499730091.86 39465723.56 83658834.13 825329.66
207 76 16362448503.21 39385440.59 97896148.07 815356.87
207 77 16228375482.18 39269661.23 94803359.80 805900.08
207 78 16101638133.35 39159728.56 87577620.28 792655.54
207 79 15988922731.21 39065747.68 73649654.46 780484.59
207 80 15880090363.86 39004300.88 69828066.47 768697.42
207 81 15781187411.95 38951022.80 59951929.11 772173.95
207 82 15683303005.94 38921003.03 58963402.98 775864.81
207 83 15605573163.65 38892528.94 38837313.35 780772.77
207 84 15513725325.00 38913349.12 52934489.52 786722.13
207 85 15399077987.22 38898355.69 75748982.09 790449.45
207 86 15286167075.93 38825062.88 74085848.41 792434.62
207 87 15166799358.87 38754735.23 80612981.83 782481.33
207 88 15032595099.22 38666509.85 95537749.80 772008.91
207 89 14904446262.35 38538606.80 89610230.08 761535.61
207 90 14775166153.85 38424230.37 90855878.13 750302.09
207 91 14664086151.68 38304980.97 72775021.20 739644.37
207 92 14559782749.85 38231186.44 66072215.39 729373.59
207 93 14459017373.04 38173740.43 62591636.39 693694.19
207 94 14360999198.14 38124316.79 59893858.11 659171.56
207 95 14283310308.59 38080955.65 39607933.89 627437.69
207 96 14191806739.95 38090608.07 53412960.57 616029.50
207 97 14076788628.50 38062664.28 76955447.17 603806.78
207 98 13967588558.43 37970311.00 71229759.08 592223.73
207 99 13846750860.57 37891982.96 82945714.90 595259.01
207 100 13715870770.99 37780340.09 93099749.48 598191.88
207 101 13593989657.65 37639187.39 84241925.95 601797.64
207 102 13463639365.12 37520582.47 92829710.06 604643.20
207 103 13355530951.75 37376427.23 70731986.14 608337.71
207 104 13255023390.10 37292043.21 63215518.44 612039.73
207 105 13159489310.63 37227385.65 58306693.82 608216.21
207 106 13070598785.70 37175364.57 51715160.36 603994.54
207 107 12996310433.63 37140951.08 37147400.99 600296.93
207 108 12910721789.68 37147190.73 48441453.21 603825.77
207 109 12803898314.98 37120353.90 69703120.81 606292.35
207 110 12706160674.70 37031116.74 60706523.54 609185.01
207 111 12592078628.43 36966610.25 77115436.02 605125.23
207 112 12474039897.85 36852833.62 81185896.96 600928.50
207 113 12366333082.61 36725380.59 70981434.65 597297.03
207 114 12252047237.34 36626384.09 77659461.19 577745.47
207 115 12158689993.20 36505925.74 56851318.41 559185.07
207 116 12065880111.51 36446085.71 56363795.98 540948.50
207 117 11978875202.00 36386453.70 50618455.81 540455.81
207 118 0.00 36343044.26 11942532157.74 540051.98
208 0 29040913330.15 0.00 0.00 0.00
208 1 28872982258.95 47655167.23 120275903.98 369246.90
208 2 28691811358.21 47600831.40 133570069.34 384028.63
208 3 28491329490.68 47523369.03 152958498.50 409285.04
208 4 28279091830.38 47412370.77 164825289.52 436268.22
208 5 28065750613.69 47280000.97 166061215.73 465282.89
208 6 27865748474.10 47143877.67 152858261.91 484899.20
208 7 27684992829.92 47028313.06 133727331.12 505394.12
208 8 27506215719.54 46943627.74 131833482.64 523911.05
208 9 27357982418.44 46860793.61 101372507.49 571974.38
208 10 27207636021.48 46828788.34 103517608.62 620765.52
208 11 27084499329.36 46792169.05 76344523.07 673866.61
208 12 26944580015.93 46801529.25 93117784.17 739826.99
208 13 26780587843.22 46781159.02 117211013.69 811790.36
208 14 26619351017.38 46717915.59 114518910.25 890445.08
208 15 26449252517.77 46658312.73 123440186.88 919322.46
208 16 26258280887.22 46581857.23 144389773.31 949399.98
208 17 26072372192.35 46467053.19 139441641.68 981694.60
208 18 25895897572.52 46359465.29 130115154.54 1020303.40
208 19 25738156678.78 46267022.87 111473870.87 1060632.07
208 20 25586489260.18 46206661.27 105460757.33 1095031.34
208 21 25452381765.38 46156103.53 87951391.27 1072714.91
208 22 25323177310.34 46136228.63 83068226.42 1043134.12
208 23 25223201381.41 46124415.00 53851513.93 1015676.58
208 24 25102907410.57 46165314.20 74128656.64 986353.04
208 25 24951460309.63 46168567.03 105278533.90 956484.32
208 26 24807959828.37 46113595.42 97386885.84 927565.56
208 27 24648207050.66 46072120.77 113680656.94 923786.06
208 28 24474935684.44 45999230.19 127272136.03 919898.96
208 29 24314110839.42 45899591.14 114925253.87 916789.84
208 30 24140945833.14 45821802.99 127343203.29 886402.22
208 31 23997025493.11 45719192.67 98201147.37 859379.33
208 32 23862566774.27 45670541.63 88788177.21 837395.92
208 33 23733550318.80 45638806.97 83377648.50 826060.75
208 34 23612984130.12 45616531.58 74949657.10 818464.54
208 35 23512923802.76 45609673.16 54450654.20 812876.88
208 36 23396808937.47 45641861.60 70473003.69 811951.81
208 37 23250529619.18 45642367.89 100636950.40 810424.28
208 38 23115641927.94 45583052.31 89304638.93 809796.04
208 39 22954581127.58 45544870.87 115515929.50 825740.54
208 40 22785337581.51 45453791.07 123789755.00 841844.68
208 41 22630110244.03 45344823.06 109882514.43 858984.14
208 42 22463305489.78 45262133.85 121542620.39 862698.22
208 43 22328310130.94 45154648.52 89840710.32 867779.34
208 44 22193753517.33 45109657.35 89446956.27 873081.76
208 45 22067976096.10 45064304.61 80713116.61 932606.66
208 46 21953458168.78 45035712.75 69482214.57 996335.69
208 47 21853165401.82 45029227.94 55263539.02 1064649.65
208 48 21739660530.00 45051338.78 68453533.04 1121177.21
208 49 21600954738.95 45045602.15 93660188.90 1179557.12
208 50 21465070216.05 44986623.37 90897899.53 1239547.61
208 51 21308294526.24 44932264.32 111843425.50 1293848.88
208 52 21148936352.19 44832690.13 114525483.92 1350344.28
208 53 20993055186.88 44725927.65 111155237.67 1410259.77
208 54 20831184202.77 44624718.60 117246265.50 1490267.06
208 55 20704021997.07 44508965.34 82653240.37 1572524.40
208 56 20569587716.28 44465899.79 89968380.99 1640386.30
208 57 20447405741.90 44406099.77 77775874.61 1658407.09
208 58 20336086673.97 44371601.48 66947466.45 1663056.63
208 59 20238399517.94 44359749.83 53327406.21 1665413.62
208 60 20128153301.29 44377020.59 65869196.06 1644744.32
208 61 19997755815.80 44366092.63 86031392.85 1622069.83
208 62 19862255052.20 44309697.07 91191066.54 1598820.96
208 63 19711067407.16 44240648.31 106946996.72 1571367.47
208 64 19562509425.55 44135049.76 104422931.86 1540599.20
208 65 19407710469.44 44033552.64 110765403.47 1509995.33
208 66 19256763080.90 43916112.67 107031275.87 1498263.03
208 67 19130468498.03 43805299.04 82489283.83 1568997.16
208 68 19001323330.08 43749337.80 85395830.14 1486610.07
208 69 18887251778.37 43685446.86 70386104.86 1437504.86
208 70 18777323142.67 43654989.16 66273646.54 1398757.70
208 71 18683416350.94 43633124.92 50273666.80 1361689.35
208 72 18579720991.94 43647750.80 60047608.20 1325607.84
208 73 18451140880.36 43638837.55 84941274.03 1288267.16
208 74 18321404154.17 43570350.29 86166375.91 1251982.52
208 75 18185504836.78 43497598.40 92401718.99 1244514.97
208 76 18033947558.06 43408619.36 108148659.35 1244386.96
208 77 17885979048.66 43280585.29 104687924.11 1159751.87
208 78 17746106129.07 43159012.78 96713906.82 1114154.02
208 79 17621710118.22 43055038.74 81340972.11 1071388.66
208 80 17501621183.42 42986970.33 77101964.46 1030149.57
208 81 17392492173.66 42927954.12 66201055.65 1011607.30
208 82 17284492917.53 42894607.02 65104649.11 994031.35
208 83 17198732615.81 42862977.54 42897324.18 978152.44
208 84 17097421471.45 42885700.85 58425443.51 978675.23
208 85 16971065066.86 42868970.20 83487434.38 977903.50
208 86 16847080449.85 42788187.20 81196429.81 977295.01
208 87 16717279729.48 42711830.58 87088889.79 964659.19
208 88 16572693602.95 42619076.16 101967050.38 951379.76
208 89 16435747711.55 42486656.02 94459235.38 938808.53
208 90 16298012927.54 42371734.20 95363049.80 924223.34
208 91 16179070456.65 42252751.95 76689718.94 911014.95
208 92 16067326591.34 42180703.46 69563161.85 898613.95
208 93 15959847716.29 42126047.77 65352827.28 866395.65
208 94 15856316268.86 42081294.65 61450152.78 835648.47
208 95 15773806902.35 42045773.31 40463593.20 807250.49
208 96 15676707786.61 42065070.79 55034044.95 823050.52
208 97 15555965648.53 42044737.08 78697401.00 837286.84
208 98 15440951001.76 41959667.69 73054979.08 851454.96
208 99 15313198696.93 41888495.98 85863808.85 842120.23
208 100 15175616177.56 41781022.65 95801496.71 832083.83
208 101 15049397539.73 41644601.78 84574036.05 822185.28
208 102 14914689973.81 41537303.81 93170262.12 788853.70
208 103 14801644339.40 41404460.61 71641173.79 756800.71
208 104 14695462355.38 41329828.21 64852155.81 725512.85
208 105 14593337995.05 41272796.74 60851563.59 721538.62
208 106 14497533673.47 41225830.15 54578491.43 717929.43
208 107 14416996044.93 41195539.72 39342088.83 714766.15
208 108 14324761709.51 41207812.45 51026522.97 706953.98
208 109 14210719309.60 41185868.74 72856531.17 697783.06
208 110 14105330516.60 41099851.79 64288941.22 689151.32
208 111 13981347531.73 41037287.04 82945697.83 668859.93
208 112 13851946058.07 40918815.89 88482657.76 648975.27
208 113 13733091071.62 40782232.93 78072753.52 630334.22
208 114 13606396263.96 40674497.76 86020309.90 616511.03
208 115 13502738766.42 40541364.14 63116133.39 604097.20
208 116 13399689062.47 40474944.03 62574759.92 591898.08
208 117 13303147066.23 40408823.57 56133172.67 576704.34
208 118 0.00 40360903.03 13262786163.20 562396.44
209 0 29040913330.15 0.00 0.00 0.00
209 1 28872982258.95 47655167.23 120275903.98 369246.90
209 2 28691633889.38 47600831.40 133747538.16 384027.46
209 3 28490881952.57 47523075.08 153228861.73 409282.95
209 4 28275063543.02 47411626.13 168406783.42 436200.51
209 5 28053127223.24 47273266.33 174663053.45 465043.68
209 6 27840692619.54 47122694.40 165311909.30 472143.54
209 7 27646548481.78 46986070.31 147158067.45 479237.86
209 8 27448672231.79 46878507.40 150997742.59 483541.46
209 9 27280039443.81 46762832.64 121869955.34 528142.27
209 10 27105676207.23 46695451.17 127667785.41 573319.29
209 11 26960731739.02 46616900.75 98327567.47 622518.33
209 12 26796601325.45 46587810.34 117542603.23 650068.95
209 13 26596573912.87 46524460.58 153502952.00 679441.91
209 14 26397027153.99 46397210.01 153149548.87 711741.28
209 15 26194188366.96 46269008.66 156569778.37 692299.34
209 16 25973863168.35 46133113.12 174192085.50 673724.69
209 17 25766395515.64 45964299.31 161503353.40 656861.06
209 18 25575499844.13 45815942.78 145079728.74 706486.08
209 19 25407194642.03 45695094.49 122610107.61 761134.57
209 20 25248945833.71 45612975.82 112635832.49 815160.32
209 21 25107996488.72 45547667.77 95401677.22 799577.47
209 22 24963800077.01 45512432.58 98683979.13 778840.27
209 23 24846241970.31 45470275.09 72087831.62 759241.02
209 24 24708012862.78 45475793.81 92753313.72 743357.78
209 25 24539833154.27 45442681.46 122737027.04 727508.07
209 26 24375751546.10 45353223.21 118728384.96 712522.65
209 27 24182901711.02 45269747.88 147580087.21 744529.10
209 28 23971610002.90 45131097.76 166160610.36 776894.04
209 29 23775086559.20 44955832.18 151567611.52 810726.94
209 30 23564749024.14 44806132.71 165531402.36 780668.49
209 31 23397795610.86 44628126.68 122325286.60 753829.80
209 32 23246137268.24 44530264.48 107128078.13 731236.89
209 33 23101863427.91 44459897.47 99813942.86 776226.38
209 34 22968807346.36 44402351.52 88653730.03 828215.23
209 35 22859625355.84 44365228.84 64816761.69 886104.76
209 36 22731140915.49 44373457.10 84110983.25 923936.91
209 37 22564557355.15 44343446.82 122240113.52 961398.46
209 38 22406938329.40 44237773.04 113381252.71 999701.05
209 39 22216250578.80 44148155.44 146539595.16 979578.34
209 40 22018417167.74 43991488.34 153841922.73 960495.61
209 41 21842755087.82 43818357.94 131843721.97 943698.40
209 42 21660224845.77 43687053.64 138843188.41 984334.21
209 43 21513534158.76 43539950.15 103150736.86 1028058.18
209 44 21366877580.42 43463105.06 103193473.28 1073209.07
209 45 21233422245.36 43384985.36 90070349.69 1071125.43
209 46 21114836168.64 43332351.00 75253725.72 1070093.00
209 47 21013147941.87 43309015.79 58379210.98 1070712.40
209 48 20899963741.54 43319521.39 69864678.94 1117603.43
209 49 20764151070.68 43305644.93 92507025.93 1165780.02
209 50 20632682558.38 43243825.77 88224686.53 1216435.62
209 51 20481156128.85 43189766.94 108336662.59 1282984.14
209 52 20325551170.42 43092275.54 112512682.89 1352062.27
209 53 20173287403.78 42984484.72 109279281.92 1422414.53
209 54 20015953156.28 42882066.19 114452181.31 1469977.96
209 55 19892490551.15 42767085.39 80695519.74 1518434.79
209 56 19761403805.15 42723025.89 88363720.12 1554135.11
209 57 19642062398.51 42661406.76 76679999.88 1577947.35
209 58 19532874828.18 42623996.35 66563573.98 1588931.41
209 59 19437286520.32 42607684.00 52980623.86 1597063.91
209 60 19330015166.45 42620361.63 64650992.23 1601224.18
209 61 19202711759.77 42606750.83 84696655.85 1603525.74
209 62 19068447475.01 42547941.52 91716343.25 1602865.95
209 63 18918092114.32 42472335.32 107883025.37 1601730.02
209 64 18769135496.72 42359227.71 106597389.89 1599695.96
209 65 18611576052.66 42247409.98 115312034.08 1593180.69
209 66 18456787150.19 42114352.54 112674549.94 1548602.01
209 67 18327720102.74 41985506.99 87081540.46 1506544.58
209 68 18196859100.62 41913444.47 88947557.66 1465114.30
209 69 18082466618.52 41835759.51 72556722.59 1448244.92
209 70 17972465915.69 41794640.47 68206062.36 1430471.15
209 71 17878069241.06 41762533.87 52634140.76 1446704.97
209 72 17772467749.77 41765882.56 63835608.72 1454897.94
209 73 17641295262.41 41742284.68 89430202.68 1457538.00
209 74 17510275511.02 41657775.80 89361975.59 1287088.35
209 75 17374439066.16 41571783.66 94264661.20 1223491.07
209 76 17223179916.73 41472681.01 109786468.42 1160575.70
209 77 17073432526.87 41334798.66 108412591.20 1101052.20
209 78 16931893791.83 41198345.92 100340389.13 1057528.20
209 79 16805235746.17 41079635.71 85578409.95 1016845.17
209 80 16678493498.17 40995247.64 85747000.36 977773.09
209 81 16559233999.07 40908947.90 78350551.19 980206.25
209 82 16437825140.24 40839477.05 80569381.78 982540.03
209 83 16338737208.48 40763227.76 58324704.00 986421.15
209 84 16220484403.63 40741148.62 77511656.22 978110.81
209 85 16071553816.93 40670093.31 108260493.39 968237.20
209 86 15925744681.20 40520217.55 105288918.18 958327.00
209 87 15772539421.10 40375862.80 112829397.30 965747.74
209 88 15599699421.25 40210364.73 132629635.12 971370.87
209 89 15434250621.70 39991998.36 125456801.20 976137.95
209 90 15264270147.25 39789589.17 130190885.29 969756.59
209 91 15115453221.56 39572477.04 109244448.65 963938.63
209 92 14976351049.38 39407423.71 99694748.48 957247.27
209 93 14844608178.23 39265361.00 92477510.16 928647.18
209 94 14718837265.13 39140416.90 86630496.19 901707.98
209 95 14614776783.86 39029209.42 65031271.85 877924.92
209 96 14491422512.08 38973909.43 84380362.34 874261.31
209 97 14336004811.80 38865563.61 116552136.67 868297.16
209 98 14190003953.48 38668811.98 107332046.34 863014.83
209 99 14030567344.68 38494723.94 120941884.86 840195.64
209 100 13863623129.46 38281301.95 128662913.26 816688.17
209 101 13714165815.28 38044139.68 111413174.50 794391.89
209 102 13557546945.70 37851848.07 118767021.51 766117.06
209 103 13430385842.62 37636768.45 89524334.63 740717.60
209 104 13314592767.93 37500773.06 78292301.64 717199.22
209 105 13206224798.75 37394441.49 70973527.69 699136.69
209 106 13108465412.27 37307177.07 60452209.41 682090.89
209 107 13029149211.24 37248368.56 42067832.47 666429.02
209 108 12938766127.02 37240964.30 53142119.93 636522.03
209 109 12827425992.69 37200988.09 74139146.23 606805.45
209 110 12726165456.71 37099253.52 64161282.46 578973.22
209 111 12606910402.64 37024884.14 82230169.93 580962.28
209 112 12482820571.43 36896296.69 87193534.52 582713.06
209 113 12369443770.47 36751269.79 76625531.17 584938.91
209 114 12249348173.83 36635641.01 83459955.63 563121.85
209 115 12152889678.64 36497931.94 59960563.25 542860.01
209 116 12057639058.13 36428751.79 58821868.72 523105.03
209 117 11968061043.72 36361738.32 53216276.09 494745.81
209 118 0.00 36310450.75 11931750592.96 468417.08
210 0 29040913330.15 0.00 0.00 0.00
210 1 28872982258.95 47655167.23 120275903.98 369246.90
210 2 28692468529.94 47600831.37 132912897.63 384046.26
210 3 28493311872.13 47524457.45 151632200.36 409343.66
210 4 28282004225.42 47415669.52 163891977.19 436376.79
210 5 28066164193.52 47284870.13 168555161.76 465380.57
210 6 27861531598.30 47144567.25 157488027.98 487968.47
210 7 27681860811.81 47021185.96 132649600.54 511472.29
210 8 27504603228.61 46938301.76 130319281.44 532830.28
210 9 27352303495.08 46858056.96 105441676.56 565801.76
210 10 27198335010.36 46819107.29 107149377.43 597506.28
210 11 27075164731.40 46776245.28 76394033.67 631613.76
210 12 26935351512.12 46785512.38 93027706.90 674095.04
210 13 26767657586.00 46765296.14 120928629.99 719565.06
210 14 26596484355.50 46695570.59 124477659.91 768818.16
210 15 26420898146.72 46618447.35 128967761.43 795740.55
210 16 26231317966.58 46532139.05 143048041.09 824082.63
210 17 26050888971.64 46419562.50 134009432.43 854505.09
210 18 25883825050.58 46321543.72 120742377.35 863183.58
210 19 25738444829.19 46245789.10 99134432.29 872278.33
210 20 25599385610.67 46207572.32 92851646.20 875724.98
210 21 25473256878.08 46179677.22 79949055.36 901610.45
210 22 25348305731.85 46174290.19 78776856.04 921347.75
210 23 25249856155.64 46170321.38 52279254.84 941640.86
210 24 25131436371.20 46214173.61 72205610.83 947005.62
210 25 24983350839.22 46221047.62 101864484.37 951635.23
210 26 24842107981.77 46172481.55 95070375.90 956768.65
210 27 24683657394.63 46135461.29 112315125.84 966921.47
210 28 24511606295.92 46065284.93 125985813.77 976821.58
210 29 24353691241.93 45968231.86 111946822.13 987638.64
210 30 24183818521.33 45896166.62 123976553.98 1009174.27
210 31 24041918085.11 45800060.50 96100375.73 1033228.73
210 32 23908613492.04 45755555.84 87549037.23 1061872.47
210 33 23780250546.97 45726365.32 82636579.75 1093875.90
210 34 23659916022.25 45705696.64 74628828.08 1129142.37
210 35 23559796846.76 45699643.12 54419532.38 1167234.85
210 36 23443425880.61 45732134.18 70638831.96 1181652.87
210 37 23296769343.95 45732562.92 100923973.74 1193946.98
210 38 23161480091.98 45672935.59 89616316.38 1204387.67
210 39 22999954479.38 45634495.29 115891117.30 1177946.89
210 40 22830245939.73 45543025.75 124165513.90 1152513.54
210 41 22674604716.74 45433660.37 110207562.61 1129130.50
210 42 22507365590.78 45350590.64 121888535.33 1132334.41
210 43 22371986556.12 45242676.58 90136358.09 1137819.93
210 44 22236991164.21 45197352.35 89798039.56 1144064.10
210 45 22110809024.11 45151650.63 81030489.47 1154955.60
210 46 21995961118.99 45122780.99 69725124.13 1166827.57
210 47 21895391249.21 45116174.53 55453695.25 1179892.75
210 48 21781617334.08 45138259.92 68635655.20 1186131.47
210 49 21642630372.45 45132517.74 93854443.89 1191911.70
210 50 21506506885.33 45073507.89 91049979.24 1198761.29
210 51 21349452445.67 45019109.38 112035330.27 1245339.99
210 52 21189809755.72 44919412.22 114723277.72 1293185.88
210 53 21033656873.46 44812515.59 111340366.67 1342738.10
210 54 20871503444.72 44711185.96 117442242.77 1417517.43
210 55 20744119660.82 44595284.46 82788499.44 1495547.23
210 56 20609425809.14 44552191.39 90141660.29 1562509.88
210 57 20487034870.37 44492368.97 77898569.80 1538499.96
210 58 20375571677.13 44457949.73 67005243.51 1504256.11
210 59 20277800159.21 44446311.85 53325206.07 1470557.28
210 60 20167423428.65 44463743.54 65912987.01 1498093.16
210 61 20036819213.10 44452875.00 86151340.55 1523662.22
210 62 19901046541.65 44396371.31 91376300.14 1547716.29
210 63 19749547790.93 44327151.40 107171599.33 1529555.16
210 64 19600665982.58 44221285.04 104660523.30 1510622.41
210 65 19445521728.99 44119489.92 111024763.66 1490684.50
210 66 19294300967.27 44001816.64 107218945.08 1437558.12
210 67 19167908645.59 43891112.86 82501208.82 1386291.04
210 68 19038617216.35 43835308.84 85456120.40 1336739.34
210 69 18924369712.47 43771410.48 70476093.40 1343676.84
210 70 18814228440.78 43740899.25 66400372.43 1350598.66
210 71 18720095841.73 43718896.42 50413702.64 1358277.83
210 72 18616165268.00 43733436.92 60197136.81 1329765.12
210 73 18487302708.88 43724413.21 85138145.91 1300276.50
210 74 18357275213.45 43655702.71 86371792.72 1271278.13
210 75 18221056114.64 43582664.74 92636434.07 1287644.74
210 76 18069146488.88 43493345.77 108416279.99 1303010.08
210 77 17920739668.52 43364686.64 105042133.73 1317991.58
210 78 17780440307.55 43242471.69 97056889.27 1289842.52
210 79 17655632374.24 43137878.33 81670054.99 1263422.83
210 80 17535128289.69 43069220.22 77434864.32 1237562.50
210 81 17425603610.50 43009636.91 66515042.29 1218766.60
210 82 17317210111.97 42975764.47 65417734.06 1200406.21
210 83 17231095029.54 42943606.01 43171476.41 1183760.42
210 84 17129404582.42 42965884.00 58724563.11 1186546.07
210 85 17002632506.88 42948646.99 83823428.55 1185357.01
210 86 16878239160.11 42867261.61 81526085.16 1183284.09
210 87 16748017582.60 42790293.97 87431283.53 1176361.94
210 88 16602986502.37 42696890.53 102334189.71 1168380.45
210 89 16465603308.59 42563750.99 94819442.78 1161113.24
210 90 16327456687.41 42448198.78 95698422.40 1121324.73
210 91 16208156205.10 42328640.97 76971841.34 1083996.25
210 92 16096086893.02 42256149.27 69813162.81 1047544.78
210 93 15988252369.36 42200976.11 65633547.56 1049767.28
210 94 15884338501.68 42155622.08 61758245.60 1052187.44
210 95 15801447562.57 42119421.70 40771517.41 1056590.83
210 96 15703962252.90 42138161.62 55347148.05 1057113.74
210 97 15582816212.30 42117250.37 79028790.23 1056052.17
210 98 15467421065.46 42031546.25 73363600.59 1055498.52
210 99 15339272807.12 41959761.98 86188496.36 1043520.22
210 100 15201282785.56 41851626.66 96138394.90 1030464.43
210 101 15074675939.62 41714502.78 84892343.17 1017706.57
210 102 14939557510.87 41606506.61 93511922.14 995673.66
210 103 14826121439.87 41472892.53 71963178.46 975083.42
210 104 14719547397.53 41397535.72 65176506.62 955394.40
210 105 14617045831.78 41339821.36 61161744.39 943178.83
210 106 14520882801.28 41292204.63 54870825.88 931332.24
210 107 14440018851.96 41261306.12 39602643.20 920524.28
210 108 14347453840.39 41273060.46 51291951.11 903162.24
210 109 14233062193.23 41250580.13 73141067.04 883892.58
210 110 14127349347.05 41163971.33 64548874.85 863083.13
210 111 14002960962.36 41100677.56 83287707.12 900143.68
210 112 13873028793.84 40981045.47 88951123.06 1000478.90
210 113 13753684632.29 40843340.31 78500821.24 958503.40
210 114 13626542758.87 40734667.38 86407206.04 895678.47
210 115 13522476055.54 40600578.13 63466125.20 878216.41
210 116 13419024895.92 40533302.17 62917857.44 861333.74
210 117 13322079141.04 40466285.50 56479469.39 858807.59
210 118 0.00 40417450.72 13281661690.31 856869.57
211 0 29040913330.15 0.00 0.00 0.00
