sim month Balance Principal SchedPrincipal UnschedPrincipal Interest Writedown
500 0 375000000.00 0.00 0.00 0.00 0.00 0.00
500 1 375000000.00 0.00 0.00 0.00 1328687.50 0.00
500 2 375000000.00 0.00 0.00 0.00 1470643.23 0.00
500 3 375000000.00 0.00 0.00 0.00 1546300.00 0.00
500 4 375000000.00 0.00 0.00 0.00 1415381.25 0.00
500 5 375000000.00 0.00 0.00 0.00 1465656.25 0.00
500 6 375000000.00 0.00 0.00 0.00 1497203.13 0.00
500 7 375000000.00 0.00 0.00 0.00 1485739.58 0.00
500 8 375000000.00 0.00 0.00 0.00 1546466.67 0.00
500 9 375000000.00 0.00 0.00 0.00 1370582.29 0.00
500 10 375000000.00 0.00 0.00 0.00 1510152.08 0.00
500 11 375000000.00 0.00 0.00 0.00 1540829.17 0.00
500 12 375000000.00 0.00 0.00 0.00 1482812.50 0.00
500 13 375000000.00 0.00 0.00 0.00 1390754.17 0.00
500 14 375000000.00 0.00 0.00 0.00 1696165.63 0.00
500 15 375000000.00 0.00 0.00 0.00 1510477.08 0.00
500 16 375000000.00 0.00 0.00 0.00 1644406.25 0.00
500 17 375000000.00 0.00 0.00 0.00 1785133.33 0.00
500 18 375000000.00 0.00 0.00 0.00 1701393.75 0.00
500 19 375000000.00 0.00 0.00 0.00 1869106.25 0.00
500 20 375000000.00 0.00 0.00 0.00 1914863.54 0.00
500 21 375000000.00 0.00 0.00 0.00 1882250.00 0.00
500 22 375000000.00 0.00 0.00 0.00 2077315.63 0.00
500 23 375000000.00 0.00 0.00 0.00 1804191.67 0.00
500 24 375000000.00 0.00 0.00 0.00 1952967.71 0.00
500 25 375000000.00 0.00 0.00 0.00 1871225.00 0.00
500 26 375000000.00 0.00 0.00 0.00 2008509.38 0.00
500 27 375000000.00 0.00 0.00 0.00 1971906.25 0.00
500 28 375000000.00 0.00 0.00 0.00 2227500.00 0.00
500 29 375000000.00 0.00 0.00 0.00 1899275.00 0.00
500 30 375000000.00 0.00 0.00 0.00 2088237.50 0.00
500 31 375000000.00 0.00 0.00 0.00 2145166.67 0.00
500 32 375000000.00 0.00 0.00 0.00 1949887.50 0.00
500 33 375000000.00 0.00 0.00 0.00 2060046.88 0.00
500 34 375000000.00 0.00 0.00 0.00 2094466.67 0.00
500 35 375000000.00 0.00 0.00 0.00 1833253.13 0.00
500 36 375000000.00 0.00 0.00 0.00 2066693.75 0.00
500 37 375000000.00 0.00 0.00 0.00 1755687.50 0.00
500 38 375000000.00 0.00 0.00 0.00 1798151.04 0.00
500 39 375000000.00 0.00 0.00 0.00 1799062.50 0.00
500 40 375000000.00 0.00 0.00 0.00 1924400.00 0.00
500 41 375000000.00 0.00 0.00 0.00 1729004.17 0.00
500 42 375000000.00 0.00 0.00 0.00 1850829.17 0.00
500 43 375000000.00 0.00 0.00 0.00 1849957.29 0.00
500 44 375000000.00 0.00 0.00 0.00 1781750.00 0.00
500 45 375000000.00 0.00 0.00 0.00 1922490.63 0.00
500 46 375000000.00 0.00 0.00 0.00 1690277.08 0.00
500 47 375000000.00 0.00 0.00 0.00 1766000.00 0.00
500 48 375000000.00 0.00 0.00 0.00 1915266.67 0.00
500 49 375000000.00 0.00 0.00 0.00 1696625.00 0.00
500 50 375000000.00 0.00 0.00 0.00 1806937.50 0.00
500 51 375000000.00 0.00 0.00 0.00 1822125.00 0.00
500 52 375000000.00 0.00 0.00 0.00 1882830.21 0.00
500 53 375000000.00 0.00 0.00 0.00 1841531.25 0.00
500 54 375000000.00 0.00 0.00 0.00 2002034.38 0.00
500 55 375000000.00 0.00 0.00 0.00 1804736.46 0.00
500 56 375000000.00 0.00 0.00 0.00 1845562.50 0.00
500 57 375000000.00 0.00 0.00 0.00 1971500.00 0.00
500 58 375000000.00 0.00 0.00 0.00 1849437.50 0.00
500 59 375000000.00 0.00 0.00 0.00 1871375.00 0.00
500 60 375000000.00 0.00 0.00 0.00 1963850.00 0.00
500 61 375000000.00 0.00 0.00 0.00 1798270.83 0.00
500 62 375000000.00 0.00 0.00 0.00 1977025.00 0.00
500 63 375000000.00 0.00 0.00 0.00 2144071.88 0.00
500 64 375000000.00 0.00 0.00 0.00 1864362.50 0.00
500 65 375000000.00 0.00 0.00 0.00 1999031.25 0.00
500 66 375000000.00 0.00 0.00 0.00 2113000.00 0.00
500 67 375000000.00 0.00 0.00 0.00 1969906.25 0.00
500 68 374754673.44 245326.56 60853.52 184473.05 1997562.50 0.00
500 69 370494272.17 4260401.27 1028265.60 3232135.66 2042338.02 0.00
500 70 366759435.35 3734836.82 1023548.45 2711288.37 2061423.96 0.00
500 71 363112386.40 3647048.95 1019983.62 2627065.33 2145754.60 0.00
500 72 362095813.27 1016573.14 1016573.14 0.00 1924141.61 0.00
500 73 358673501.10 3422312.17 1019261.91 2403050.26 1923275.94 0.00
500 74 354528328.25 4145172.84 1016318.14 3128854.71 2181251.97 0.00
500 75 350396704.76 4131623.49 1011624.79 3119998.70 1914639.10 0.00
500 76 346161333.92 4235370.84 1006903.37 3228467.47 2033410.48 0.00
500 77 341496307.53 4665026.39 1001872.92 3663153.47 2127769.10 0.00
500 78 336984544.31 4511763.22 995747.15 3516016.06 1914105.78 0.00
500 79 332694548.24 4289996.07 989918.41 3300077.66 2080743.83 0.00
500 80 328803523.76 3891024.48 984557.77 2906466.71 2049040.77 0.00
500 81 325028807.56 3774716.20 980104.15 2794612.06 1970738.72 0.00
500 82 321556536.18 3472271.38 975879.00 2496392.38 2166075.94 0.00
500 83 318090055.76 3466480.43 972343.31 2494137.12 1828152.52 0.00
500 84 315282669.44 2807386.31 968772.32 1838614.00 1989496.90 0.00
500 85 312096205.65 3186463.79 966794.63 2219669.16 1777378.02 0.00
500 86 308209663.01 3886542.64 963831.95 2922710.69 1975388.66 0.00
500 87 304419930.40 3789732.61 959059.28 2830673.34 1759063.84 0.00
500 88 300525144.04 3894786.36 954468.90 2940317.46 1901375.60 0.00
500 89 296258962.23 4266181.80 949549.26 3316632.54 1848996.81 0.00
500 90 292248355.52 4010606.72 943611.72 3066994.99 1795699.63 0.00
500 91 288230635.84 4017719.68 938257.22 3079462.46 1972184.45 0.00
500 92 287297820.76 932815.08 932815.08 0.00 1658232.48 0.00
500 93 284039412.06 3258408.70 935344.69 2323064.00 1917566.11 0.00
500 94 280911220.65 3128191.41 931797.15 2196394.26 1831486.13 0.00
500 95 277939577.86 2971642.79 928541.68 2043101.11 1690813.22 0.00
500 96 275509732.76 2429845.10 925652.81 1504192.29 1797132.60 0.00
500 97 272753504.10 2756228.65 924164.54 1832064.11 1596597.27 0.00
500 98 269397411.92 3356092.19 921770.65 2434321.54 1757516.75 0.00
500 99 266245099.67 3152312.24 917718.35 2234593.89 1675809.05 0.00
500 100 262780516.01 3464583.66 914160.98 2550422.68 1843955.87 0.00
500 101 259104142.50 3676373.51 909699.32 2766674.18 1570104.82 0.00
500 102 255742604.42 3361538.08 904593.44 2456944.64 1712582.66 0.00
500 103 252157063.18 3585541.24 900286.55 2685254.70 1751939.14 0.00
500 104 249150895.95 3006167.23 895296.97 2110870.26 1599215.12 0.00
500 105 246319218.22 2831677.73 891855.47 1939822.26 1706417.88 0.00
500 106 243576257.23 2742960.99 888852.34 1854108.66 1741115.60 0.00
500 107 241021031.29 2555225.93 886051.93 1669174.01 1606857.01 0.00
500 108 238814464.34 2206566.96 883739.48 1322827.48 1825726.28 0.00
500 109 236342956.45 2471507.89 882384.99 1589122.89 1557746.95 0.00
500 110 233337900.42 3005056.03 880240.52 2124815.51 1601576.73 0.00
500 111 230582942.87 2754957.56 876515.31 1878442.25 1672721.63 0.00
500 112 227383186.06 3199756.81 873461.85 2326294.96 1769237.30 0.00
500 113 224085397.78 3297788.28 869058.44 2428729.84 1598064.82 0.00
500 114 221060071.59 3025326.19 864302.47 2161023.71 1737240.72 0.00
500 115 217848283.09 3211788.50 860287.24 2351501.26 1725588.78 0.00
500 116 215215859.33 2632423.77 855659.07 1776764.70 1689395.28 0.00
500 117 212571202.79 2644656.54 852701.95 1791954.58 1870896.57 0.00
500 118 210091507.87 2479694.93 849662.37 1630032.56 1640133.86 0.00
500 119 0.00 210091507.87 637431.24 209454076.63 1681117.23 0.00
501 0 375000000.00 0.00 0.00 0.00 0.00 0.00
501 1 375000000.00 0.00 0.00 0.00 1328687.50 0.00
501 2 375000000.00 0.00 0.00 0.00 1470643.23 0.00
501 3 375000000.00 0.00 0.00 0.00 1546300.00 0.00
501 4 375000000.00 0.00 0.00 0.00 1415381.25 0.00
501 5 375000000.00 0.00 0.00 0.00 1465656.25 0.00
501 6 375000000.00 0.00 0.00 0.00 1497203.13 0.00
501 7 375000000.00 0.00 0.00 0.00 1485739.58 0.00
501 8 375000000.00 0.00 0.00 0.00 1546466.67 0.00
501 9 375000000.00 0.00 0.00 0.00 1370582.29 0.00
501 10 375000000.00 0.00 0.00 0.00 1510152.08 0.00
501 11 375000000.00 0.00 0.00 0.00 1540829.17 0.00
501 12 375000000.00 0.00 0.00 0.00 1482812.50 0.00
501 13 375000000.00 0.00 0.00 0.00 1390754.17 0.00
501 14 375000000.00 0.00 0.00 0.00 1696165.63 0.00
501 15 375000000.00 0.00 0.00 0.00 1510477.08 0.00
501 16 375000000.00 0.00 0.00 0.00 1644406.25 0.00
501 17 375000000.00 0.00 0.00 0.00 1785133.33 0.00
501 18 375000000.00 0.00 0.00 0.00 1701393.75 0.00
501 19 375000000.00 0.00 0.00 0.00 1869106.25 0.00
501 20 375000000.00 0.00 0.00 0.00 1914863.54 0.00
501 21 375000000.00 0.00 0.00 0.00 1882250.00 0.00
501 22 375000000.00 0.00 0.00 0.00 2077315.63 0.00
501 23 375000000.00 0.00 0.00 0.00 1804191.67 0.00
501 24 375000000.00 0.00 0.00 0.00 1952967.71 0.00
501 25 375000000.00 0.00 0.00 0.00 1871225.00 0.00
501 26 375000000.00 0.00 0.00 0.00 2008509.38 0.00
501 27 375000000.00 0.00 0.00 0.00 1971906.25 0.00
501 28 375000000.00 0.00 0.00 0.00 2227500.00 0.00
501 29 375000000.00 0.00 0.00 0.00 1899275.00 0.00
501 30 375000000.00 0.00 0.00 0.00 2088237.50 0.00
501 31 375000000.00 0.00 0.00 0.00 2145166.67 0.00
501 32 375000000.00 0.00 0.00 0.00 1949887.50 0.00
501 33 375000000.00 0.00 0.00 0.00 2060046.88 0.00
501 34 375000000.00 0.00 0.00 0.00 2094466.67 0.00
501 35 375000000.00 0.00 0.00 0.00 1833253.13 0.00
501 36 375000000.00 0.00 0.00 0.00 2066693.75 0.00
501 37 375000000.00 0.00 0.00 0.00 1755687.50 0.00
501 38 375000000.00 0.00 0.00 0.00 1798151.04 0.00
501 39 375000000.00 0.00 0.00 0.00 1799062.50 0.00
501 40 375000000.00 0.00 0.00 0.00 1924400.00 0.00
501 41 375000000.00 0.00 0.00 0.00 1729004.17 0.00
501 42 375000000.00 0.00 0.00 0.00 1850829.17 0.00
501 43 375000000.00 0.00 0.00 0.00 1849957.29 0.00
501 44 375000000.00 0.00 0.00 0.00 1781750.00 0.00
501 45 375000000.00 0.00 0.00 0.00 1922490.63 0.00
501 46 375000000.00 0.00 0.00 0.00 1690277.08 0.00
501 47 375000000.00 0.00 0.00 0.00 1766000.00 0.00
501 48 366466831.54 0.00 0.00 0.00 1915266.67 8533168.46
501 49 357042537.39 0.00 0.00 0.00 1658018.10 9424294.14
501 50 348405086.04 0.00 0.00 0.00 1720409.47 8637451.36
501 51 340862418.88 0.00 0.00 0.00 1692900.31 7542667.16
501 52 334049981.41 0.00 0.00 0.00 1711429.49 6812437.47
501 53 327899729.18 0.00 0.00 0.00 1640435.95 6150252.23
501 54 322223879.02 0.00 0.00 0.00 1750577.41 5675850.17
501 55 316948496.96 0.00 0.00 0.00 1550744.49 5275382.05
501 56 312007939.23 0.00 0.00 0.00 1559862.03 4940557.73
501 57 307285239.18 0.00 0.00 0.00 1640329.74 4722700.05
501 58 302838070.11 0.00 0.00 0.00 1515479.59 4447169.07
501 59 298679873.66 0.00 0.00 0.00 1511262.92 4158196.46
501 60 294401957.90 0.00 0.00 0.00 1564166.59 4277915.76
501 61 290092286.15 0.00 0.00 0.00 1411771.88 4309671.74
501 62 285738970.26 0.00 0.00 0.00 1529385.87 4353315.89
501 63 281349039.01 0.00 0.00 0.00 1633719.71 4389931.25
501 64 276890580.75 0.00 0.00 0.00 1398764.26 4458458.25
501 65 272360515.65 0.00 0.00 0.00 1476034.46 4530065.10
501 66 267798439.28 0.00 0.00 0.00 1534660.72 4562076.37
501 67 263141923.32 0.00 0.00 0.00 1406767.52 4656515.96
501 68 258377481.07 0.00 0.00 0.00 1401713.17 4764442.25
501 69 253605557.26 0.00 0.00 0.00 1408105.60 4771923.81
501 70 249000074.18 0.00 0.00 0.00 1411057.09 4605483.08
501 71 244548865.81 0.00 0.00 0.00 1456794.30 4451208.37
501 72 240333744.08 0.00 0.00 0.00 1295870.55 4215121.73
501 73 236435675.12 0.00 0.00 0.00 1276535.35 3898068.96
501 74 232828625.86 0.00 0.00 0.00 1437869.77 3607049.26
501 75 229427658.54 0.00 0.00 0.00 1257396.81 3400967.33
501 76 226208835.79 0.00 0.00 0.00 1331406.94 3218822.74
501 77 223171270.26 0.00 0.00 0.00 1390450.42 3037565.53
501 78 220562123.21 0.00 0.00 0.00 1250887.37 2609147.05
501 79 218344525.49 0.00 0.00 0.00 1361882.27 2217597.72
501 80 216454346.58 0.00 0.00 0.00 1344767.56 1890178.91
501 81 214859960.47 0.00 0.00 0.00 1297355.20 1594386.12
501 82 213482739.33 0.00 0.00 0.00 1431882.28 1377221.14
501 83 212274816.06 0.00 0.00 0.00 1213718.16 1207923.27
501 84 211206622.95 0.00 0.00 0.00 1327674.61 1068193.12
501 85 210157650.43 0.00 0.00 0.00 1190658.56 1048972.51
501 86 209114545.70 0.00 0.00 0.00 1330176.50 1043104.74
501 87 208075959.66 0.00 0.00 0.00 1193492.23 1038586.03
501 88 207040098.05 0.00 0.00 0.00 1299621.06 1035861.62
501 89 205996544.21 0.00 0.00 0.00 1273825.13 1043553.84
501 90 204951322.28 0.00 0.00 0.00 1248596.55 1045221.94
501 91 203912178.07 0.00 0.00 0.00 1383076.42 1039144.21
501 92 202877101.45 0.00 0.00 0.00 1173136.21 1035076.63
501 93 201845765.28 0.00 0.00 0.00 1354100.96 1031336.17
501 94 200821832.25 0.00 0.00 0.00 1301501.49 1023933.03
501 95 199790094.74 0.00 0.00 0.00 1208752.74 1031737.51
501 96 198761419.88 0.00 0.00 0.00 1291824.99 1028674.86
501 97 197739694.15 0.00 0.00 0.00 1151835.68 1021725.74
501 98 196724651.38 0.00 0.00 0.00 1274157.14 1015042.76
501 99 195734348.36 0.00 0.00 0.00 1223742.09 990303.02
501 100 194765036.13 0.00 0.00 0.00 1355613.69 969312.23
501 101 193810681.23 0.00 0.00 0.00 1163714.60 954354.90
501 102 192866794.24 0.00 0.00 0.00 1281017.00 943886.99
501 103 191934825.16 0.00 0.00 0.00 1321214.69 931969.09
501 104 191012784.36 0.00 0.00 0.00 1217277.32 922040.79
501 105 190102328.27 0.00 0.00 0.00 1308233.83 910456.09
501 106 189207240.98 0.00 0.00 0.00 1343744.64 895087.29
501 107 188326904.70 0.00 0.00 0.00 1248188.08 880336.29
501 108 187460745.84 0.00 0.00 0.00 1426570.03 866158.86
501 109 186605500.63 0.00 0.00 0.00 1222775.20 855245.21
501 110 185762558.87 0.00 0.00 0.00 1264531.14 842941.76
501 111 184930591.06 0.00 0.00 0.00 1331669.86 831967.81
501 112 184106468.85 0.00 0.00 0.00 1418951.88 824122.20
501 113 183290348.89 0.00 0.00 0.00 1293913.05 816119.97
501 114 182481512.77 0.00 0.00 0.00 1420973.70 808836.12
501 115 181681650.45 0.00 0.00 0.00 1424445.62 799862.31
501 116 180889120.07 0.00 0.00 0.00 1408926.06 792530.38
501 117 180103899.96 0.00 0.00 0.00 1572490.22 785220.11
