sim month CECoverage CEPremium
37 93 0.00 1890225.47
37 94 0.00 1805372.82
37 95 0.00 1666705.62
37 96 0.00 1771509.11
37 97 0.00 1573833.00
37 98 0.00 1732458.10
37 99 0.00 1651915.38
37 100 0.00 1817664.77
37 101 0.00 1547718.28
37 102 0.00 1688164.67
37 103 0.00 1726960.01
37 104 0.00 1576413.52
37 105 0.00 1682087.79
37 106 0.00 1716290.80
37 107 0.00 1583946.46
37 108 0.00 1799695.09
37 109 0.00 1535536.61
37 110 0.00 1578741.47
37 111 0.00 1648871.98
37 112 0.00 1744011.53
37 113 0.00 1575279.63
37 114 0.00 1712471.16
37 115 0.00 1700985.35
37 116 0.00 1665307.90
37 117 0.00 1844221.35
37 118 0.00 1616748.85
37 119 0.00 1657147.88
38 0 0.00 0.00
38 1 0.00 1808920.85
38 2 0.00 1996736.06
38 3 0.00 2108534.28
38 4 0.00 1936069.09
38 5 0.00 1996859.72
38 6 0.00 2020660.79
38 7 0.00 1989068.11
38 8 0.00 2067432.22
38 9 0.00 1807895.34
38 10 0.00 2006991.81
38 11 0.00 2055004.94
38 12 0.00 1965067.10
38 13 0.00 1839734.96
38 14 0.00 2261360.60
38 15 0.00 2012178.73
38 16 0.00 2214200.75
38 17 0.00 2402014.78
38 18 0.00 2305772.18
38 19 0.00 2533041.19
38 20 0.00 2592338.53
38 21 0.00 2540761.84
38 22 0.00 2787953.98
38 23 0.00 2419171.77
38 24 0.00 2589281.40
38 25 0.00 2480784.32
38 26 0.00 2648967.80
38 27 0.00 2589134.50
38 28 0.00 2919151.76
38 29 0.00 2471776.06
38 30 0.00 2691581.19
38 31 0.00 2741250.44
38 32 0.00 2472372.44
38 33 0.00 2588501.55
38 34 0.00 2607356.01
38 35 0.00 2254029.71
38 36 0.00 2521802.26
38 37 0.00 2131122.20
38 38 0.00 2165847.77
38 39 0.00 2140359.27
38 40 0.00 2275910.52
38 41 0.00 2026802.33
38 42 0.00 2153370.40
38 43 0.00 2136731.05
38 44 0.00 2040670.59
38 45 0.00 2182247.16
38 46 0.00 1906567.88
38 47 0.00 1982483.00
38 48 0.00 2151350.12
38 49 0.00 1898471.66
38 50 0.00 2009375.04
38 51 0.00 2014897.12
38 52 0.00 2068859.27
38 53 0.00 2010958.33
38 54 0.00 2168424.77
38 55 0.00 1944731.33
38 56 0.00 1972394.51
38 57 0.00 2094402.81
38 58 0.00 1951787.62
38 59 0.00 1964119.08
38 60 0.00 2050920.05
38 61 0.00 1869286.39
38 62 0.00 2043057.43
38 63 0.00 2202975.50
38 64 0.00 1904000.96
38 65 0.00 2026362.38
38 66 0.00 2126137.15
38 67 0.00 1967223.49
38 68 0.00 1980642.39
38 69 0.00 2013218.38
38 70 0.00 2032032.19
38 71 0.00 2115160.45
38 72 0.00 1896707.22
38 73 0.00 1895853.89
38 74 0.00 2150151.70
38 75 0.00 1887340.19
38 76 0.00 2004418.13
38 77 0.00 2097431.39
38 78 0.00 1886814.47
38 79 0.00 2051076.61
38 80 0.00 2019825.57
38 81 0.00 1942639.95
38 82 0.00 2135192.05
38 83 0.00 1802086.74
38 84 0.00 1961130.68
38 85 0.00 1752036.19
38 86 0.00 1947223.59
38 87 0.00 1733983.13
38 88 0.00 1874265.80
38 89 0.00 1822633.83
38 90 0.00 1770096.57
38 91 0.00 1944065.06
38 92 0.00 1634589.42
38 93 0.00 1890225.47
38 94 0.00 1805372.82
38 95 0.00 1666705.62
38 96 0.00 1771509.11
38 97 0.00 1573833.00
38 98 0.00 1732458.10
38 99 0.00 1651915.38
38 100 0.00 1817664.77
38 101 0.00 1547718.28
38 102 0.00 1688164.67
38 103 0.00 1726960.01
38 104 0.00 1576413.52
38 105 0.00 1682087.79
38 106 0.00 1716290.80
38 107 0.00 1583946.46
38 108 0.00 1799695.09
38 109 0.00 1535536.61
38 110 0.00 1578741.47
38 111 0.00 1648871.98
38 112 0.00 1744011.53
38 113 0.00 1575279.63
38 114 0.00 1712471.16
38 115 0.00 1700985.35
38 116 0.00 1665307.90
38 117 0.00 1844221.35
38 118 0.00 1616748.85
38 119 0.00 1657147.88
39 0 0.00 0.00
39 1 0.00 1808920.85
39 2 0.00 1996736.06
39 3 0.00 2108534.28
39 4 0.00 1936069.09
39 5 0.00 1996859.72
39 6 0.00 2020660.79
39 7 0.00 1989068.11
39 8 0.00 2067432.22
39 9 0.00 1807895.34
39 10 0.00 2006991.81
39 11 0.00 2055004.94
39 12 0.00 1965067.10
39 13 0.00 1839734.96
39 14 0.00 2261360.60
39 15 0.00 2012178.73
39 16 0.00 2214200.75
39 17 0.00 2402014.78
39 18 0.00 2305772.18
39 19 0.00 2533041.19
39 20 0.00 2592338.53
39 21 0.00 2540761.84
39 22 0.00 2787953.98
39 23 0.00 2419171.77
39 24 0.00 2589281.40
39 25 0.00 2480784.32
39 26 0.00 2648967.80
39 27 0.00 2589134.50
39 28 0.00 2919151.76
39 29 0.00 2471776.06
39 30 0.00 2691581.19
39 31 0.00 2741250.44
39 32 0.00 2472372.44
39 33 0.00 2588501.55
39 34 0.00 2607356.01
39 35 0.00 2254029.71
39 36 0.00 2521802.26
39 37 0.00 2131122.20
39 38 0.00 2165847.77
39 39 0.00 2140359.27
39 40 0.00 2275910.52
39 41 0.00 2026802.33
39 42 0.00 2153370.40
39 43 0.00 2136731.05
39 44 0.00 2040670.59
39 45 0.00 2182247.16
39 46 0.00 1906567.88
39 47 0.00 1982483.00
39 48 0.00 2151350.12
39 49 0.00 1898471.66
39 50 0.00 2009375.04
39 51 0.00 2014897.12
39 52 0.00 2068859.27
39 53 0.00 2010958.33
39 54 0.00 2168424.77
39 55 0.00 1944731.33
39 56 0.00 1972394.51
39 57 0.00 2094402.81
39 58 0.00 1951787.62
39 59 0.00 1964119.08
39 60 0.00 2050920.05
39 61 0.00 1869286.39
39 62 0.00 2043057.43
39 63 0.00 2202975.50
39 64 0.00 1904000.96
39 65 0.00 2026362.38
39 66 0.00 2126137.15
39 67 0.00 1967223.49
39 68 0.00 1980642.39
39 69 0.00 2013218.38
39 70 0.00 2032032.19
39 71 0.00 2115160.45
39 72 0.00 1896707.22
39 73 0.00 1895853.89
39 74 0.00 2150151.70
39 75 0.00 1887340.19
39 76 0.00 2004418.13
39 77 0.00 2097431.39
39 78 0.00 1886814.47
39 79 0.00 2051076.61
39 80 0.00 2019825.57
39 81 0.00 1942639.95
39 82 0.00 2135192.05
39 83 0.00 1802086.74
39 84 0.00 1961130.68
39 85 0.00 1752036.19
39 86 0.00 1947223.59
39 87 0.00 1733983.13
39 88 0.00 1874265.80
39 89 0.00 1822633.83
39 90 0.00 1770096.57
39 91 0.00 1944065.06
39 92 0.00 1634589.42
39 93 0.00 1890225.47
39 94 0.00 1805372.82
39 95 0.00 1666705.62
39 96 0.00 1771509.11
39 97 0.00 1573833.00
39 98 0.00 1732458.10
39 99 0.00 1651915.38
39 100 0.00 1817664.77
39 101 0.00 1547718.28
39 102 0.00 1688164.67
39 103 0.00 1726960.01
39 104 0.00 1576413.52
39 105 0.00 1682087.79
39 106 0.00 1716290.80
39 107 0.00 1583946.46
39 108 0.00 1799695.09
39 109 0.00 1535536.61
39 110 0.00 1578741.47
39 111 0.00 1648871.98
39 112 0.00 1744011.53
39 113 0.00 1575279.63
39 114 0.00 1712471.16
39 115 0.00 1700985.35
39 116 0.00 1665307.90
39 117 0.00 1844221.35
39 118 0.00 1616748.85
39 119 0.00 1657147.88
40 0 0.00 0.00
40 1 0.00 1808920.85
40 2 0.00 1996736.06
40 3 0.00 2108534.28
40 4 0.00 1936069.09
40 5 0.00 1996859.72
40 6 0.00 2020660.79
40 7 0.00 1989068.11
40 8 0.00 2067432.22
40 9 0.00 1807895.34
40 10 0.00 2006991.81
40 11 0.00 2055004.94
40 12 0.00 1965067.10
40 13 0.00 1839734.96
40 14 0.00 2261360.60
40 15 0.00 2012178.73
40 16 0.00 2214200.75
40 17 0.00 2402014.78
40 18 0.00 2305772.18
40 19 0.00 2533041.19
40 20 0.00 2592338.53
40 21 0.00 2540761.84
40 22 0.00 2787953.98
40 23 0.00 2419171.77
40 24 0.00 2589281.40
40 25 0.00 2480784.32
40 26 0.00 2648967.80
40 27 0.00 2589134.50
40 28 0.00 2919151.76
40 29 0.00 2471776.06
40 30 0.00 2691581.19
40 31 0.00 2741250.44
40 32 0.00 2472372.44
40 33 0.00 2588501.55
40 34 0.00 2607356.01
40 35 0.00 2254029.71
40 36 0.00 2521802.26
40 37 0.00 2131122.20
40 38 0.00 2165847.77
40 39 0.00 2140359.27
40 40 0.00 2275910.52
40 41 0.00 2026802.33
40 42 0.00 2153370.40
40 43 0.00 2136731.05
40 44 0.00 2040670.59
40 45 0.00 2182247.16
40 46 0.00 1906567.88
40 47 0.00 1982483.00
40 48 0.00 2151350.12
40 49 0.00 1898471.66
40 50 0.00 2009375.04
40 51 0.00 2014897.12
40 52 0.00 2068859.27
40 53 0.00 2010958.33
40 54 0.00 2168424.77
40 55 0.00 1944731.33
40 56 0.00 1972394.51
40 57 0.00 2094402.81
40 58 0.00 1951787.62
40 59 0.00 1964119.08
40 60 0.00 2050920.05
40 61 0.00 1869286.39
40 62 0.00 2043057.43
40 63 0.00 2202975.50
40 64 0.00 1904000.96
40 65 0.00 2026362.38
40 66 0.00 2126137.15
40 67 0.00 1967223.49
40 68 0.00 1980642.39
40 69 0.00 2013218.38
40 70 0.00 2032032.19
40 71 0.00 2115160.45
40 72 0.00 1896707.22
40 73 0.00 1895853.89
40 74 0.00 2150151.70
40 75 0.00 1887340.19
40 76 0.00 2004418.13
40 77 0.00 2097431.39
40 78 0.00 1886814.47
40 79 0.00 2051076.61
40 80 0.00 2019825.57
40 81 0.00 1942639.95
40 82 0.00 2135192.05
40 83 0.00 1802086.74
40 84 0.00 1961130.68
40 85 0.00 1752036.19
40 86 0.00 1947223.59
40 87 0.00 1733983.13
40 88 0.00 1874265.80
40 89 0.00 1822633.83
40 90 0.00 1770096.57
40 91 0.00 1944065.06
40 92 0.00 1634589.42
40 93 0.00 1890225.47
40 94 0.00 1805372.82
40 95 0.00 1666705.62
40 96 0.00 1771509.11
40 97 0.00 1573833.00
40 98 0.00 1732458.10
40 99 0.00 1651915.38
40 100 0.00 1817664.77
40 101 0.00 1547718.28
40 102 0.00 1688164.67
40 103 0.00 1726960.01
40 104 0.00 1576413.52
40 105 0.00 1682087.79
40 106 0.00 1716290.80
40 107 0.00 1583946.46
40 108 0.00 1799695.09
40 109 0.00 1535536.61
40 110 0.00 1578741.47
40 111 0.00 1648871.98
40 112 0.00 1744011.53
40 113 0.00 1575279.63
40 114 0.00 1712471.16
40 115 0.00 1700985.35
40 116 0.00 1665307.90
40 117 0.00 1844221.35
40 118 0.00 1616748.85
40 119 0.00 1657147.88
41 0 0.00 0.00
41 1 0.00 1808920.85
41 2 0.00 1996736.06
41 3 0.00 2108534.28
41 4 0.00 1936069.09
41 5 0.00 1996859.72
41 6 0.00 2020660.79
41 7 0.00 1989068.11
41 8 0.00 2067432.22
41 9 0.00 1807895.34
41 10 0.00 2006991.81
41 11 0.00 2055004.94
41 12 0.00 1965067.10
41 13 0.00 1839734.96
41 14 0.00 2261360.60
41 15 0.00 2012178.73
41 16 0.00 2214200.75
41 17 0.00 2402014.78
41 18 0.00 2305772.18
41 19 0.00 2533041.19
41 20 0.00 2592338.53
41 21 0.00 2540761.84
41 22 0.00 2787953.98
41 23 0.00 2419171.77
41 24 0.00 2589281.40
41 25 0.00 2480784.32
41 26 0.00 2648967.80
41 27 0.00 2589134.50
41 28 0.00 2919151.76
41 29 0.00 2471776.06
41 30 0.00 2691581.19
41 31 0.00 2741250.44
41 32 0.00 2472372.44
41 33 0.00 2588501.55
41 34 0.00 2607356.01
41 35 0.00 2254029.71
41 36 0.00 2521802.26
41 37 0.00 2131122.20
41 38 0.00 2165847.77
41 39 0.00 2140359.27
41 40 0.00 2275910.52
41 41 0.00 2026802.33
41 42 0.00 2153370.40
41 43 0.00 2136731.05
41 44 0.00 2040670.59
41 45 0.00 2182247.16
41 46 0.00 1906567.88
41 47 0.00 1982483.00
41 48 0.00 2151350.12
41 49 0.00 1898471.66
41 50 0.00 2009375.04
41 51 0.00 2014897.12
41 52 0.00 2068859.27
41 53 0.00 2010958.33
41 54 0.00 2168424.77
41 55 0.00 1944731.33
41 56 0.00 1972394.51
41 57 0.00 2094402.81
41 58 0.00 1951787.62
41 59 0.00 1964119.08
41 60 0.00 2050920.05
41 61 0.00 1869286.39
41 62 0.00 2043057.43
41 63 0.00 2202975.50
41 64 0.00 1904000.96
41 65 0.00 2026362.38
41 66 0.00 2126137.15
41 67 0.00 1967223.49
41 68 0.00 1980642.39
41 69 0.00 2013218.38
41 70 0.00 2032032.19
41 71 0.00 2115160.45
41 72 0.00 1896707.22
41 73 0.00 1895853.89
41 74 0.00 2150151.70
41 75 0.00 1887340.19
41 76 0.00 2004418.13
41 77 0.00 2097431.39
41 78 0.00 1886814.47
41 79 0.00 2051076.61
41 80 0.00 2019825.57
41 81 0.00 1942639.95
41 82 0.00 2135192.05
41 83 0.00 1802086.74
41 84 0.00 1961130.68
41 85 0.00 1752036.19
41 86 0.00 1947223.59
41 87 0.00 1733983.13
41 88 0.00 1874265.80
41 89 0.00 1822633.83
41 90 0.00 1770096.57
41 91 0.00 1944065.06
41 92 0.00 1634589.42
41 93 0.00 1890225.47
41 94 0.00 1805372.82
41 95 0.00 1666705.62
41 96 0.00 1771509.11
41 97 0.00 1573833.00
41 98 0.00 1732458.10
41 99 0.00 1651915.38
41 100 0.00 1817664.77
41 101 0.00 1547718.28
41 102 0.00 1688164.67
41 103 0.00 1726960.01
41 104 0.00 1576413.52
41 105 0.00 1682087.79
41 106 0.00 1716290.80
41 107 0.00 1583946.46
41 108 0.00 1799695.09
41 109 0.00 1535536.61
41 110 0.00 1578741.47
41 111 0.00 1648871.98
41 112 0.00 1744011.53
41 113 0.00 1575279.63
41 114 0.00 1712471.16
41 115 0.00 1700985.35
41 116 0.00 1665307.90
41 117 0.00 1844221.35
41 118 0.00 1616748.85
41 119 0.00 1657147.88
42 0 0.00 0.00
42 1 0.00 1808920.85
42 2 0.00 1996736.06
42 3 0.00 2108534.28
42 4 0.00 1936069.09
42 5 0.00 1996859.72
42 6 0.00 2020660.79
42 7 0.00 1989068.11
42 8 0.00 2067432.22
42 9 0.00 1807895.34
42 10 0.00 2006991.81
42 11 0.00 2055004.94
42 12 0.00 1965067.10
42 13 0.00 1839734.96
42 14 0.00 2261360.60
42 15 0.00 2012178.73
42 16 0.00 2214200.75
42 17 0.00 2402014.78
42 18 0.00 2305772.18
42 19 0.00 2533041.19
42 20 0.00 2592338.53
42 21 0.00 2540761.84
42 22 0.00 2787953.98
42 23 0.00 2419171.77
42 24 0.00 2589281.40
42 25 0.00 2480784.32
42 26 0.00 2648967.80
42 27 0.00 2589134.50
42 28 0.00 2919151.76
42 29 0.00 2471776.06
42 30 0.00 2691581.19
42 31 0.00 2741250.44
42 32 0.00 2472372.44
42 33 0.00 2588501.55
42 34 0.00 2607356.01
42 35 0.00 2254029.71
42 36 0.00 2521802.26
42 37 0.00 2131122.20
42 38 0.00 2165847.77
42 39 0.00 2140359.27
42 40 0.00 2275910.52
42 41 0.00 2026802.33
42 42 0.00 2153370.40
42 43 0.00 2136731.05
42 44 0.00 2040670.59
42 45 0.00 2182247.16
42 46 0.00 1906567.88
42 47 0.00 1982483.00
42 48 0.00 2151350.12
42 49 0.00 1898471.66
42 50 0.00 2009375.04
42 51 0.00 2014897.12
42 52 0.00 2068859.27
42 53 0.00 2010958.33
42 54 0.00 2168424.77
42 55 0.00 1944731.33
42 56 0.00 1972394.51
42 57 0.00 2094402.81
42 58 0.00 1951787.62
42 59 0.00 1964119.08
42 60 0.00 2050920.05
42 61 0.00 1869286.39
42 62 0.00 2043057.43
42 63 0.00 2202975.50
42 64 0.00 1904000.96
42 65 0.00 2026362.38
42 66 0.00 2126137.15
42 67 0.00 1967223.49
42 68 0.00 1980642.39
42 69 0.00 2013218.38
42 70 0.00 2032032.19
42 71 0.00 2115160.45
42 72 0.00 1896707.22
42 73 0.00 1895853.89
42 74 0.00 2150151.70
42 75 0.00 1887340.19
42 76 0.00 2004418.13
42 77 0.00 2097431.39
42 78 0.00 1886814.47
42 79 0.00 2051076.61
42 80 0.00 2019825.57
42 81 0.00 1942639.95
42 82 0.00 2135192.05
42 83 0.00 1802086.74
42 84 0.00 1961130.68
42 85 0.00 1752036.19
42 86 0.00 1947223.59
42 87 0.00 1733983.13
42 88 0.00 1874265.80
42 89 0.00 1822633.83
42 90 0.00 1770096.57
42 91 0.00 1944065.06
42 92 0.00 1634589.42
42 93 0.00 1890225.47
42 94 0.00 1805372.82
42 95 0.00 1666705.62
42 96 0.00 1771509.11
42 97 0.00 1573833.00
42 98 0.00 1732458.10
42 99 0.00 1651915.38
42 100 0.00 1817664.77
42 101 0.00 1547718.28
42 102 0.00 1688164.67
42 103 0.00 1726960.01
42 104 0.00 1576413.52
42 105 0.00 1682087.79
42 106 0.00 1716290.80
42 107 0.00 1583946.46
42 108 0.00 1799695.09
42 109 0.00 1535536.61
42 110 0.00 1578741.47
42 111 0.00 1648871.98
42 112 0.00 1744011.53
42 113 0.00 1575279.63
42 114 0.00 1712471.16
42 115 0.00 1700985.35
42 116 0.00 1665307.90
42 117 0.00 1844221.35
42 118 0.00 1616748.85
42 119 0.00 1657147.88
43 0 0.00 0.00
43 1 0.00 1808920.85
43 2 0.00 1996736.06
43 3 0.00 2108534.28
43 4 0.00 1936069.09
43 5 0.00 1996859.72
43 6 0.00 2020660.79
43 7 0.00 1989068.11
43 8 0.00 2067432.22
43 9 0.00 1807895.34
43 10 0.00 2006991.81
43 11 0.00 2055004.94
43 12 0.00 1965067.10
43 13 0.00 1839734.96
43 14 0.00 2261360.60
43 15 0.00 2012178.73
43 16 0.00 2214200.75
43 17 0.00 2402014.78
43 18 0.00 2305772.18
43 19 0.00 2533041.19
43 20 0.00 2592338.53
43 21 0.00 2540761.84
43 22 0.00 2787953.98
43 23 0.00 2419171.77
43 24 0.00 2589281.40
43 25 0.00 2480784.32
43 26 0.00 2648967.80
43 27 0.00 2589134.50
43 28 0.00 2919151.76
43 29 0.00 2471776.06
43 30 0.00 2691581.19
43 31 0.00 2741250.44
43 32 0.00 2472372.44
43 33 0.00 2588501.55
43 34 0.00 2607356.01
43 35 0.00 2254029.71
43 36 0.00 2521802.26
43 37 0.00 2131122.20
43 38 0.00 2165847.77
43 39 0.00 2140359.27
43 40 0.00 2275910.52
43 41 0.00 2026802.33
43 42 0.00 2153370.40
43 43 0.00 2136731.05
43 44 0.00 2040670.59
43 45 0.00 2182247.16
43 46 0.00 1906567.88
43 47 0.00 1982483.00
43 48 0.00 2151350.12
43 49 0.00 1898471.66
43 50 0.00 2009375.04
43 51 0.00 2014897.12
43 52 0.00 2068859.27
43 53 0.00 2010958.33
43 54 0.00 2168424.77
43 55 0.00 1944731.33
43 56 0.00 1972394.51
43 57 0.00 2094402.81
43 58 0.00 1951787.62
43 59 0.00 1964119.08
43 60 0.00 2050920.05
43 61 0.00 1869286.39
43 62 0.00 2043057.43
43 63 0.00 2202975.50
43 64 0.00 1904000.96
43 65 0.00 2026362.38
43 66 0.00 2126137.15
43 67 0.00 1967223.49
43 68 0.00 1980642.39
43 69 0.00 2013218.38
43 70 0.00 2032032.19
43 71 0.00 2115160.45
43 72 0.00 1896707.22
43 73 0.00 1895853.89
43 74 0.00 2150151.70
43 75 0.00 1887340.19
43 76 0.00 2004418.13
43 77 0.00 2097431.39
43 78 0.00 1886814.47
43 79 0.00 2051076.61
43 80 0.00 2019825.57
43 81 0.00 1942639.95
43 82 0.00 2135192.05
43 83 0.00 1802086.74
43 84 0.00 1961130.68
43 85 0.00 1752036.19
43 86 0.00 1947223.59
43 87 0.00 1733983.13
43 88 0.00 1874265.80
43 89 0.00 1822633.83
43 90 0.00 1770096.57
43 91 0.00 1944065.06
43 92 0.00 1634589.42
43 93 0.00 1890225.47
43 94 0.00 1805372.82
43 95 0.00 1666705.62
43 96 0.00 1771509.11
43 97 0.00 1573833.00
43 98 0.00 1732458.10
43 99 0.00 1651915.38
43 100 0.00 1817664.77
43 101 0.00 1547718.28
43 102 0.00 1688164.67
43 103 0.00 1726960.01
43 104 0.00 1576413.52
43 105 0.00 1682087.79
43 106 0.00 1716290.80
43 107 0.00 1583946.46
43 108 0.00 1799695.09
43 109 0.00 1535536.61
43 110 0.00 1578741.47
43 111 0.00 1648871.98
43 112 0.00 1744011.53
43 113 0.00 1575279.63
43 114 0.00 1712471.16
43 115 0.00 1700985.35
43 116 0.00 1665307.90
43 117 0.00 1844221.35
43 118 0.00 1616748.85
43 119 0.00 1657147.88
44 0 0.00 0.00
44 1 0.00 1808920.85
44 2 0.00 1996736.06
44 3 0.00 2108534.28
44 4 0.00 1936069.09
44 5 0.00 1996859.72
44 6 0.00 2020660.79
44 7 0.00 1989068.11
44 8 0.00 2067432.22
44 9 0.00 1807895.34
44 10 0.00 2006991.81
44 11 0.00 2055004.94
44 12 0.00 1965067.10
44 13 0.00 1839734.96
44 14 0.00 2261360.60
44 15 0.00 2012178.73
44 16 0.00 2214200.75
44 17 0.00 2402014.78
44 18 0.00 2305772.18
44 19 0.00 2533041.19
44 20 0.00 2592338.53
44 21 0.00 2540761.84
44 22 0.00 2787953.98
44 23 0.00 2419171.77
44 24 0.00 2589281.40
44 25 0.00 2480784.32
44 26 0.00 2648967.80
44 27 0.00 2589134.50
44 28 0.00 2919151.76
44 29 0.00 2471776.06
44 30 0.00 2691581.19
44 31 0.00 2741250.44
44 32 0.00 2472372.44
44 33 0.00 2588501.55
44 34 0.00 2607356.01
44 35 0.00 2254029.71
44 36 0.00 2521802.26
44 37 0.00 2131122.20
44 38 0.00 2165847.77
44 39 0.00 2140359.27
44 40 0.00 2275910.52
44 41 0.00 2026802.33
44 42 0.00 2153370.40
44 43 0.00 2136731.05
44 44 0.00 2040670.59
44 45 0.00 2182247.16
44 46 0.00 1906567.88
44 47 0.00 1982483.00
44 48 0.00 2151350.12
44 49 0.00 1898471.66
44 50 0.00 2009375.04
44 51 0.00 2014897.12
44 52 0.00 2068859.27
44 53 0.00 2010958.33
44 54 0.00 2168424.77
44 55 0.00 1944731.33
44 56 0.00 1972394.51
44 57 0.00 2094402.81
44 58 0.00 1951787.62
44 59 0.00 1964119.08
44 60 0.00 2050920.05
44 61 0.00 1869286.39
44 62 0.00 2043057.43
44 63 0.00 2202975.50
44 64 0.00 1904000.96
44 65 0.00 2026362.38
44 66 0.00 2126137.15
44 67 0.00 1967223.49
44 68 0.00 1980642.39
44 69 0.00 2013218.38
44 70 0.00 2032032.19
44 71 0.00 2115160.45
44 72 0.00 1896707.22
44 73 0.00 1895853.89
44 74 0.00 2150151.70
44 75 0.00 1887340.19
44 76 0.00 2004418.13
44 77 0.00 2097431.39
44 78 0.00 1886814.47
44 79 0.00 2051076.61
44 80 0.00 2019825.57
44 81 0.00 1942639.95
44 82 0.00 2135192.05
44 83 0.00 1802086.74
44 84 0.00 1961130.68
44 85 0.00 1752036.19
44 86 0.00 1947223.59
44 87 0.00 1733983.13
44 88 0.00 1874265.80
44 89 0.00 1822633.83
44 90 0.00 1770096.57
44 91 0.00 1944065.06
44 92 0.00 1634589.42
44 93 0.00 1890225.47
44 94 0.00 1805372.82
44 95 0.00 1666705.62
44 96 0.00 1771509.11
44 97 0.00 1573833.00
44 98 0.00 1732458.10
44 99 0.00 1651915.38
44 100 0.00 1817664.77
44 101 0.00 1547718.28
44 102 0.00 1688164.67
44 103 0.00 1726960.01
44 104 0.00 1576413.52
44 105 0.00 1682087.79
44 106 0.00 1716290.80
44 107 0.00 1583946.46
44 108 0.00 1799695.09
44 109 0.00 1535536.61
44 110 0.00 1578741.47
44 111 0.00 1648871.98
44 112 0.00 1744011.53
44 113 0.00 1575279.63
44 114 0.00 1712471.16
44 115 0.00 1700985.35
44 116 0.00 1665307.90
44 117 0.00 1844221.35
44 118 0.00 1616748.85
44 119 0.00 1657147.88
45 0 0.00 0.00
45 1 0.00 1808920.85
45 2 0.00 1996736.06
45 3 0.00 2108534.28
45 4 0.00 1936069.09
45 5 0.00 1996859.72
45 6 0.00 2020660.79
45 7 0.00 1989068.11
45 8 0.00 2067432.22
45 9 0.00 1807895.34
45 10 0.00 2006991.81
45 11 0.00 2055004.94
45 12 0.00 1965067.10
45 13 0.00 1839734.96
45 14 0.00 2261360.60
45 15 0.00 2012178.73
45 16 0.00 2214200.75
45 17 0.00 2402014.78
45 18 0.00 2305772.18
45 19 0.00 2533041.19
45 20 0.00 2592338.53
45 21 0.00 2540761.84
45 22 0.00 2787953.98
45 23 0.00 2419171.77
45 24 0.00 2589281.40
45 25 0.00 2480784.32
45 26 0.00 2648967.80
45 27 0.00 2589134.50
45 28 0.00 2919151.76
45 29 0.00 2471776.06
45 30 0.00 2691581.19
45 31 0.00 2741250.44
45 32 0.00 2472372.44
45 33 0.00 2588501.55
45 34 0.00 2607356.01
45 35 0.00 2254029.71
45 36 0.00 2521802.26
45 37 0.00 2131122.20
45 38 0.00 2165847.77
45 39 0.00 2140359.27
45 40 0.00 2275910.52
45 41 0.00 2026802.33
45 42 0.00 2153370.40
45 43 0.00 2136731.05
45 44 0.00 2040670.59
45 45 0.00 2182247.16
45 46 0.00 1906567.88
45 47 0.00 1982483.00
45 48 0.00 2151350.12
45 49 0.00 1898471.66
45 50 0.00 2009375.04
45 51 0.00 2014897.12
45 52 0.00 2068859.27
45 53 0.00 2010958.33
45 54 0.00 2168424.77
45 55 0.00 1944731.33
45 56 0.00 1972394.51
45 57 0.00 2094402.81
45 58 0.00 1951787.62
45 59 0.00 1964119.08
45 60 0.00 2050920.05
45 61 0.00 1869286.39
45 62 0.00 2043057.43
45 63 0.00 2202975.50
45 64 0.00 1904000.96
45 65 0.00 2026362.38
45 66 0.00 2126137.15
45 67 0.00 1967223.49
45 68 0.00 1980642.39
45 69 0.00 2013218.38
45 70 0.00 2032032.19
45 71 0.00 2115160.45
45 72 0.00 1896707.22
45 73 0.00 1895853.89
45 74 0.00 2150151.70
45 75 0.00 1887340.19
45 76 0.00 2004418.13
45 77 0.00 2097431.39
45 78 0.00 1886814.47
45 79 0.00 2051076.61
45 80 0.00 2019825.57
45 81 0.00 1942639.95
45 82 0.00 2135192.05
45 83 0.00 1802086.74
45 84 0.00 1961130.68
45 85 0.00 1752036.19
45 86 0.00 1947223.59
45 87 0.00 1733983.13
45 88 0.00 1874265.80
45 89 0.00 1822633.83
45 90 0.00 1770096.57
45 91 0.00 1944065.06
45 92 0.00 1634589.42
45 93 0.00 1890225.47
45 94 0.00 1805372.82
45 95 0.00 1666705.62
45 96 0.00 1771509.11
45 97 0.00 1573833.00
45 98 0.00 1732458.10
45 99 0.00 1651915.38
45 100 0.00 1817664.77
45 101 0.00 1547718.28
45 102 0.00 1688164.67
45 103 0.00 1726960.01
45 104 0.00 1576413.52
45 105 0.00 1682087.79
45 106 0.00 1716290.80
45 107 0.00 1583946.46
45 108 0.00 1799695.09
45 109 0.00 1535536.61
45 110 0.00 1578741.47
45 111 0.00 1648871.98
45 112 0.00 1744011.53
45 113 0.00 1575279.63
45 114 0.00 1712471.16
45 115 0.00 1700985.35
45 116 0.00 1665307.90
45 117 0.00 1844221.35
45 118 0.00 1616748.85
45 119 0.00 1657147.88
46 0 0.00 0.00
46 1 0.00 1808920.85
46 2 0.00 1996736.06
46 3 0.00 2108534.28
46 4 0.00 1936069.09
46 5 0.00 1996859.72
46 6 0.00 2020660.79
46 7 0.00 1989068.11
46 8 0.00 2067432.22
46 9 0.00 1807895.34
46 10 0.00 2006991.81
46 11 0.00 2055004.94
46 12 0.00 1965067.10
