sim TrancheName FaceAmount($) Yield(%) WAL(%) DiscMarginBeq(%)
100 M2H 20667705.00 0.00000 9.70591 -2.09737
100 BH 87926156.00 -3.90544 8.44679 -6.04701
101 M1 375000000.00 2.76428 3.38338 1.61674
101 M2 375000000.00 6.25094 8.84521 4.48174
101 M1H 20667705.00 -0.00000 3.38338 -1.16917
101 M2H 20667705.00 0.00000 8.84521 -1.91685
101 BH 87926156.00 -1.21505 9.30793 -3.35675
102 M1 375000000.00 2.76308 3.23320 1.61680
102 M2 375000000.00 6.38586 9.62708 4.48567
102 M1H 20667705.00 -0.00000 3.23320 -1.17094
102 M2H 20667705.00 0.00000 9.62708 -2.08434
102 BH 87926156.00 -3.00030 8.84853 -5.14192
103 M1 375000000.00 2.60416 2.41524 1.61506
103 M2 375000000.00 5.84212 5.62795 4.47099
103 M1H 20667705.00 -0.00000 2.41524 -1.00386
103 M2H 20667705.00 -0.00000 5.62795 -1.44601
103 BH 87926156.00 -1.65564 9.17931 -3.79733
104 M1 375000000.00 2.54062 2.27971 1.61431
104 M2 375000000.00 6.28405 8.78689 4.48283
104 M1H 20667705.00 -0.00000 2.27971 -0.94005
104 M2H 20667705.00 0.00000 8.78689 -1.96710
104 BH 87926156.00 -2.16830 8.98525 -4.30997
105 M1 375000000.00 2.41093 1.90931 1.61292
105 M2 375000000.00 5.96251 6.26132 4.47414
105 M1H 20667705.00 -0.00000 1.90931 -0.80813
105 M2H 20667705.00 0.00000 6.26132 -1.59127
105 BH 87926156.00 -1.63838 9.17550 -3.78008
106 M1 375000000.00 2.81878 3.45198 1.61750
106 M2 375000000.00 6.39874 9.71454 4.48604
106 M1H 20667705.00 -0.00000 3.45198 -1.22993
106 M2H 20667705.00 0.00000 9.71454 -2.09993
106 BH 87926156.00 -3.74285 8.42126 -5.88443
107 M1 375000000.00 2.63067 2.54525 1.61533
107 M2 375000000.00 6.05426 7.04823 4.47657
107 M1H 20667705.00 -0.00000 2.54525 -1.03049
107 M2H 20667705.00 0.00000 7.04823 -1.69872
107 BH 87926156.00 -2.48096 8.93567 -4.62262
108 M1 375000000.00 2.81071 3.57050 1.61733
108 M2 375000000.00 6.38284 9.60847 4.48558
108 M1H 20667705.00 -0.00000 3.57050 -1.21854
108 M2H 20667705.00 0.00000 9.60847 -2.08061
108 BH 87926156.00 -1.62080 9.18153 -3.76249
109 M1 375000000.00 2.41569 1.86106 1.61300
109 M2 375000000.00 6.00663 5.94379 4.47546
109 M1H 20667705.00 -0.00000 1.86106 -0.81321
109 M2H 20667705.00 0.00000 5.94379 -1.65582
109 BH 87926156.00 -1.57516 9.17842 -3.71685
110 M1 375000000.00 2.68845 2.95655 1.61586
110 M2 375000000.00 5.98620 6.96637 4.47461
110 M1H 20667705.00 -0.00000 2.95655 -1.09013
110 M2H 20667705.00 -0.00000 6.96637 -1.60713
110 BH 87926156.00 -2.57331 8.63186 -4.71496
111 M1 375000000.00 2.08572 1.38637 1.60935
111 M2 375000000.00 5.51725 3.18501 4.46327
111 M1H 20667705.00 -0.00000 1.38637 -0.47982
111 M2H 20667705.00 -0.00000 3.18501 -1.08753
111 BH 87926156.00 -1.15284 5.88296 -2.52330
112 M1 375000000.00 2.37564 1.82582 1.61252
112 M2 375000000.00 6.17332 7.79173 4.47980
112 M1H 20667705.00 -0.00000 1.82582 -0.77294
112 M2H 20667705.00 0.00000 7.79173 -1.84024
112 BH 87926156.00 -2.27161 8.97949 -4.41327
113 M1 375000000.00 2.58202 2.41095 1.61477
113 M2 375000000.00 6.19506 8.21556 4.48032
113 M1H 20667705.00 -0.00000 2.41095 -0.98186
113 M2H 20667705.00 0.00000 8.21556 -1.85934
113 BH 87926156.00 -1.53029 9.19534 -3.67199
114 M1 375000000.00 2.67825 2.88778 1.61577
114 M2 375000000.00 6.22397 8.55205 4.48106
114 M1H 20667705.00 -0.00000 2.88778 -1.08038
114 M2H 20667705.00 0.00000 8.55205 -1.88912
114 BH 87926156.00 -1.97692 9.05106 -4.11860
115 M1 375000000.00 2.83107 3.60217 1.61762
115 M2 375000000.00 6.38495 9.62547 4.48564
115 M1H 20667705.00 -0.00000 3.60217 -1.24159
115 M2H 20667705.00 0.00000 9.62547 -2.08307
115 BH 87926156.00 -3.22949 8.48503 -5.37110
116 M1 375000000.00 2.72557 3.06596 1.61634
116 M2 375000000.00 6.36893 9.50538 4.48519
116 M1H 20667705.00 -0.00000 3.06596 -1.13061
116 M2H 20667705.00 0.00000 9.50538 -2.06415
116 BH 87926156.00 -2.16629 9.04952 -4.30796
117 M1 375000000.00 2.78058 3.43858 1.61695
117 M2 375000000.00 6.34444 9.35529 4.48447
117 M1H 20667705.00 -0.00000 3.43858 -1.18637
117 M2H 20667705.00 0.00000 9.35529 -2.03397
117 BH 87926156.00 -1.35515 9.26192 -3.49685
118 M1 375000000.00 2.69312 2.97213 1.61594
118 M2 375000000.00 6.34336 9.31198 4.48446
118 M1H 20667705.00 -0.00000 2.97213 -1.09576
118 M2H 20667705.00 0.00000 9.31198 -2.03416
118 BH 87926156.00 -2.61172 8.98346 -4.75337
119 M1 375000000.00 2.65164 2.75575 1.61550
119 M2 375000000.00 6.10225 7.46931 4.47784
119 M1H 20667705.00 -0.00000 2.75575 -1.05166
119 M2H 20667705.00 0.00000 7.46931 -1.75340
119 BH 87926156.00 -2.94003 8.68516 -5.08166
120 M1 375000000.00 2.82659 3.60262 1.61755
120 M2 375000000.00 6.38795 9.65102 4.48573
120 M1H 20667705.00 -0.00000 3.60262 -1.23599
120 M2H 20667705.00 0.00000 9.65102 -2.08651
120 BH 87926156.00 -2.31968 8.88961 -4.46135
121 M1 375000000.00 2.60973 2.53798 1.61503
121 M2 375000000.00 6.33033 9.20380 4.48410
121 M1H 20667705.00 -0.00000 2.53798 -1.01138
121 M2H 20667705.00 0.00000 9.20380 -2.01928
121 BH 87926156.00 -2.25715 8.93510 -4.39882
122 M1 375000000.00 2.83077 3.63325 1.61760
122 M2 375000000.00 6.37989 9.60122 4.48549
122 M1H 20667705.00 -0.00000 3.63325 -1.24051
122 M2H 20667705.00 0.00000 9.60122 -2.07659
122 BH 87926156.00 -2.40196 8.90414 -4.54362
123 M1 375000000.00 2.55099 2.35419 1.61439
123 M2 375000000.00 6.17524 8.24027 4.47969
123 M1H 20667705.00 -0.00000 2.35419 -0.95144
123 M2H 20667705.00 0.00000 8.24027 -1.82999
123 BH 87926156.00 -1.61243 9.30141 -3.75413
124 M1 375000000.00 2.85128 3.73224 1.61786
124 M2 375000000.00 6.38631 9.64105 4.48568
124 M1H 20667705.00 -0.00000 3.73224 -1.26206
124 M2H 20667705.00 0.00000 9.64105 -2.08448
124 BH 87926156.00 -1.32976 9.31800 -3.47146
125 M1 375000000.00 2.65911 2.76220 1.61558
125 M2 375000000.00 6.35153 9.37602 4.48469
125 M1H 20667705.00 -0.00000 2.76220 -1.06279
125 M2H 20667705.00 0.00000 9.37602 -2.04362
125 BH 87926156.00 -1.54887 9.15926 -3.69057
126 M1 375000000.00 2.58393 2.48772 1.61474
126 M2 375000000.00 6.22243 8.32566 4.48112
126 M1H 20667705.00 -0.00000 2.48772 -0.98411
126 M2H 20667705.00 0.00000 8.32566 -1.89483
126 BH 87926156.00 -1.51643 9.18879 -3.65813
127 M1 375000000.00 2.76413 3.29119 1.61678
127 M2 375000000.00 6.36926 9.51573 4.48519
127 M1H 20667705.00 -0.00000 3.29119 -1.17016
127 M2H 20667705.00 0.00000 9.51573 -2.06423
127 BH 87926156.00 -1.85474 9.05572 -3.99642
128 M1 375000000.00 2.57846 2.28877 1.61481
128 M2 375000000.00 5.66697 4.54076 4.46659
128 M1H 20667705.00 -0.00000 2.28877 -0.97784
128 M2H 20667705.00 0.00000 4.54076 -1.23643
128 BH 87926156.00 -2.51591 5.87761 -3.92583
129 M1 375000000.00 2.35668 1.73938 1.61236
129 M2 375000000.00 5.92906 6.26074 4.47316
129 M1H 20667705.00 -0.00000 1.73938 -0.75439
129 M2H 20667705.00 0.00000 6.26074 -1.54389
129 BH 87926156.00 -1.20909 9.32140 -3.35080
130 M1 375000000.00 2.64499 2.73986 1.61541
130 M2 375000000.00 6.24454 8.49666 4.48173
130 M1H 20667705.00 -0.00000 2.73986 -1.04539
130 M2H 20667705.00 0.00000 8.49666 -1.92073
130 BH 87926156.00 -1.69930 9.16753 -3.84099
131 M1 375000000.00 2.69247 2.99333 1.61592
131 M2 375000000.00 6.07345 7.64111 4.47688
131 M1H 20667705.00 -0.00000 2.99333 -1.09397
131 M2H 20667705.00 0.00000 7.64111 -1.70611
131 BH 87926156.00 -1.51120 9.15214 -3.65290
132 M1 375000000.00 2.63243 2.65589 1.61529
132 M2 375000000.00 5.73806 5.48069 4.46820
132 M1H 20667705.00 -0.00000 2.65589 -1.03265
132 M2H 20667705.00 0.00000 5.48069 -1.31133
132 BH 87926156.00 -1.54355 6.58713 -3.06579
133 M1 375000000.00 2.84219 3.65751 1.61776
133 M2 375000000.00 6.39812 9.71134 4.48603
133 M1H 20667705.00 -0.00000 3.65751 -1.25301
133 M2H 20667705.00 0.00000 9.71134 -2.09914
133 BH 87926156.00 -1.99222 9.06586 -4.13389
134 M1 375000000.00 2.37638 1.83032 1.61254
134 M2 375000000.00 5.71568 4.95754 4.46773
134 M1H 20667705.00 -0.00000 1.83032 -0.77324
134 M2H 20667705.00 0.00000 4.95754 -1.29033
134 BH 87926156.00 -1.26843 6.63596 -2.79068
135 M1 375000000.00 2.64061 2.60288 1.61538
135 M2 375000000.00 6.35001 9.36073 4.48465
135 M1H 20667705.00 -0.00000 2.60288 -1.04377
135 M2H 20667705.00 0.00000 9.36073 -2.04200
135 BH 87926156.00 -2.86231 8.82544 -5.00394
136 M1 375000000.00 2.80385 3.51010 1.61725
136 M2 375000000.00 6.33685 9.30184 4.48426
136 M1H 20667705.00 -0.00000 3.51010 -1.21176
136 M2H 20667705.00 0.00000 9.30184 -2.02489
136 BH 87926156.00 -1.47361 9.22029 -3.61531
137 M1 375000000.00 2.77644 3.32558 1.61694
137 M2 375000000.00 6.37972 9.58790 4.48549
137 M1H 20667705.00 -0.00000 3.32558 -1.18352
137 M2H 20667705.00 0.00000 9.58790 -2.07682
137 BH 87926156.00 -1.37977 9.28423 -3.52147
138 M1 375000000.00 2.40523 1.87776 1.61287
138 M2 375000000.00 6.09231 6.61002 4.47773
138 M1H 20667705.00 -0.00000 1.87776 -0.80249
138 M2H 20667705.00 -0.00000 6.61002 -1.75555
138 BH 87926156.00 -1.69290 9.16562 -3.83459
139 M1 375000000.00 2.69046 2.85027 1.61594
139 M2 375000000.00 6.36362 9.46730 4.48504
139 M1H 20667705.00 -0.00000 2.85027 -1.09577
139 M2H 20667705.00 0.00000 9.46730 -2.05781
139 BH 87926156.00 -1.51152 9.24481 -3.65321
140 M1 375000000.00 2.75403 3.28087 1.61664
140 M2 375000000.00 6.35165 9.39718 4.48468
140 M1H 20667705.00 -0.00000 3.28087 -1.15872
140 M2H 20667705.00 0.00000 9.39718 -2.04295
140 BH 87926156.00 -1.33848 9.32658 -3.48018
141 M1 375000000.00 2.62955 2.64488 1.61525
141 M2 375000000.00 6.14459 8.05636 4.47885
141 M1H 20667705.00 -0.00000 2.64488 -1.03061
141 M2H 20667705.00 0.00000 8.05636 -1.79287
141 BH 87926156.00 -1.28362 9.26132 -3.42532
142 M1 375000000.00 2.71443 3.07553 1.61617
142 M2 375000000.00 6.27955 8.89138 4.48264
142 M1H 20667705.00 -0.00000 3.07553 -1.11806
142 M2H 20667705.00 0.00000 8.89138 -1.95701
142 BH 87926156.00 -2.01902 9.03158 -4.16070
143 M1 375000000.00 2.79011 3.38547 1.61712
143 M2 375000000.00 6.38877 9.64732 4.48576
143 M1H 20667705.00 -0.00000 3.38547 -1.19838
143 M2H 20667705.00 0.00000 9.64732 -2.08785
143 BH 87926156.00 -3.14689 8.75184 -5.28851
144 M1 375000000.00 2.79441 3.51423 1.61711
144 M2 375000000.00 6.30934 9.17264 4.48344
144 M1H 20667705.00 -0.00000 3.51423 -1.20086
144 M2H 20667705.00 0.00000 9.17264 -1.98953
144 BH 87926156.00 -2.46432 9.06334 -4.60598
145 M1 375000000.00 2.79935 3.38991 1.61723
145 M2 375000000.00 6.38723 9.63954 4.48571
145 M1H 20667705.00 -0.00000 3.38991 -1.20840
145 M2H 20667705.00 0.00000 9.63954 -2.08589
145 BH 87926156.00 -1.44699 9.23495 -3.58869
146 M1 375000000.00 2.85527 3.73175 1.61792
146 M2 375000000.00 6.39925 9.72048 4.48606
146 M1H 20667705.00 -0.00000 3.73175 -1.26665
146 M2H 20667705.00 0.00000 9.72048 -2.10046
146 BH 87926156.00 -1.44162 9.26134 -3.58332
147 M1 375000000.00 2.69147 2.93775 1.61593
147 M2 375000000.00 6.33820 9.30077 4.48430
147 M1H 20667705.00 -0.00000 2.93775 -1.09558
147 M2H 20667705.00 0.00000 9.30077 -2.02697
147 BH 87926156.00 -1.96366 9.05947 -4.10534
148 M1 375000000.00 2.61344 2.41178 1.61518
148 M2 375000000.00 5.68331 4.53813 4.46701
148 M1H 20667705.00 -0.00000 2.41178 -1.01326
148 M2H 20667705.00 0.00000 4.53813 -1.25692
148 BH 87926156.00 -1.25113 6.99896 -2.84500
149 M1 375000000.00 2.81302 3.49550 1.61740
149 M2 375000000.00 6.39051 9.66264 4.48580
149 M1H 20667705.00 -0.00000 3.49550 -1.22273
149 M2H 20667705.00 0.00000 9.66264 -2.08982
149 BH 87926156.00 -1.31208 9.30732 -3.45378
150 M1 375000000.00 2.75509 3.27145 1.61666
150 M2 375000000.00 6.36824 9.50367 4.48517
150 M1H 20667705.00 -0.00000 3.27145 -1.16037
150 M2H 20667705.00 0.00000 9.50367 -2.06320
150 BH 87926156.00 -1.26096 9.31044 -3.40266
151 M1 375000000.00 2.81530 3.54169 1.61741
151 M2 375000000.00 6.36844 9.53492 4.48515
151 M1H 20667705.00 -0.00000 3.54169 -1.22424
151 M2H 20667705.00 0.00000 9.53492 -2.06232
151 BH 87926156.00 -2.12990 8.92868 -4.27157
152 M1 375000000.00 2.67515 2.90465 1.61573
152 M2 375000000.00 5.76126 5.70758 4.46875
152 M1H 20667705.00 -0.00000 2.90465 -1.07538
152 M2H 20667705.00 0.00000 5.70758 -1.33651
152 BH 87926156.00 -2.29093 6.43219 -3.79764
153 M1 375000000.00 2.81922 3.52204 1.61748
153 M2 375000000.00 6.39430 9.68616 4.48591
153 M1H 20667705.00 -0.00000 3.52204 -1.22929
153 M2H 20667705.00 0.00000 9.68616 -2.09448
153 BH 87926156.00 -1.97548 9.07031 -4.11716
154 M1 375000000.00 2.74123 3.24813 1.61646
154 M2 375000000.00 6.24583 8.70637 4.48167
154 M1H 20667705.00 -0.00000 3.24813 -1.14469
154 M2H 20667705.00 0.00000 8.70637 -1.91475
154 BH 87926156.00 -1.54347 9.19354 -3.68517
155 M1 375000000.00 2.81498 3.62174 1.61737
155 M2 375000000.00 6.31746 9.16081 4.48371
155 M1H 20667705.00 -0.00000 3.62174 -1.22261
155 M2H 20667705.00 0.00000 9.16081 -2.00189
155 BH 87926156.00 -3.86528 8.63164 -6.00685
156 M1 375000000.00 2.60192 2.37380 1.61506
156 M2 375000000.00 6.02289 6.80597 4.47572
156 M1H 20667705.00 -0.00000 2.37380 -1.00153
156 M2H 20667705.00 -0.00000 6.80597 -1.66063
156 BH 87926156.00 -1.85958 9.04056 -4.00126
157 M1 375000000.00 2.75772 3.24205 1.61671
157 M2 375000000.00 6.35227 9.40498 4.48470
157 M1H 20667705.00 -0.00000 3.24205 -1.16421
157 M2H 20667705.00 0.00000 9.40498 -2.04355
157 BH 87926156.00 -1.10769 9.40470 -3.24940
158 M1 375000000.00 2.65443 2.79134 1.61550
158 M2 375000000.00 6.17589 8.21532 4.47973
158 M1H 20667705.00 -0.00000 2.79134 -1.05648
158 M2H 20667705.00 0.00000 8.21532 -1.83254
158 BH 87926156.00 -2.40818 8.90699 -4.54984
159 M1 375000000.00 2.26299 1.60747 1.61128
159 M2 375000000.00 5.53800 3.11371 4.46382
159 M1H 20667705.00 -0.00000 1.60747 -0.65870
159 M2H 20667705.00 -0.00000 3.11371 -1.10640
159 BH 87926156.00 -0.76438 4.97407 -2.01220
160 M1 375000000.00 2.83123 3.60298 1.61762
160 M2 375000000.00 6.38745 9.64767 4.48571
160 M1H 20667705.00 -0.00000 3.60298 -1.24141
160 M2H 20667705.00 0.00000 9.64767 -2.08590
160 BH 87926156.00 -1.66764 9.18238 -3.80933
161 M1 375000000.00 2.48122 2.03239 1.61372
161 M2 375000000.00 5.76542 5.00652 4.46905
161 M1H 20667705.00 -0.00000 2.03239 -0.87971
161 M2H 20667705.00 0.00000 5.00652 -1.35531
161 BH 87926156.00 -1.19974 8.81316 -3.17297
162 M1 375000000.00 2.82075 3.54308 1.61748
162 M2 375000000.00 6.39119 9.66782 4.48582
162 M1H 20667705.00 -0.00000 3.54308 -1.23026
162 M2H 20667705.00 0.00000 9.66782 -2.09062
162 BH 87926156.00 -1.27118 9.27568 -3.41289
163 M1 375000000.00 2.80574 3.55754 1.61726
163 M2 375000000.00 6.35351 9.42921 4.48473
163 M1H 20667705.00 -0.00000 3.55754 -1.21318
163 M2H 20667705.00 0.00000 9.42921 -2.04445
163 BH 87926156.00 -1.53404 9.18196 -3.67574
164 M1 375000000.00 2.67093 2.85145 1.61570
164 M2 375000000.00 6.30893 9.04463 4.48350
164 M1H 20667705.00 -0.00000 2.85145 -1.07235
164 M2H 20667705.00 0.00000 9.04463 -1.99412
164 BH 87926156.00 -2.29153 8.96980 -4.43319
165 M1 375000000.00 2.83125 3.58897 1.61763
165 M2 375000000.00 6.39782 9.70842 4.48602
165 M1H 20667705.00 -0.00000 3.58897 -1.24176
165 M2H 20667705.00 0.00000 9.70842 -2.09881
165 BH 87926156.00 -2.72510 8.84327 -4.86675
166 M1 375000000.00 2.53159 2.23140 1.61420
166 M2 375000000.00 6.24078 8.52780 4.48160
166 M1H 20667705.00 -0.00000 2.23140 -0.93186
166 M2H 20667705.00 0.00000 8.52780 -1.91424
166 BH 87926156.00 -1.56346 9.23732 -3.70516
167 M1 375000000.00 2.85804 3.75708 1.61795
167 M2 375000000.00 6.40050 9.72751 4.48610
167 M1H 20667705.00 -0.00000 3.75708 -1.26952
167 M2H 20667705.00 0.00000 9.72751 -2.10203
167 BH 87926156.00 -1.41813 9.21500 -3.55983
168 M1 375000000.00 2.63672 2.64050 1.61535
168 M2 375000000.00 6.29092 8.89216 4.48300
168 M1H 20667705.00 -0.00000 2.64050 -1.03724
168 M2H 20667705.00 0.00000 8.89216 -1.97349
168 BH 87926156.00 -1.19286 9.32288 -3.33457
169 M1 375000000.00 2.55310 2.34471 1.61442
169 M2 375000000.00 6.23853 8.41979 4.48157
169 M1H 20667705.00 -0.00000 2.34471 -0.95272
169 M2H 20667705.00 0.00000 8.41979 -1.91428
169 BH 87926156.00 -1.81785 9.11681 -3.95954
170 M1 375000000.00 2.76797 3.22849 1.61685
170 M2 375000000.00 6.38066 9.59163 4.48552
170 M1H 20667705.00 -0.00000 3.22849 -1.17542
170 M2H 20667705.00 0.00000 9.59163 -2.07807
170 BH 87926156.00 -2.16247 8.96982 -4.30414
171 M1 375000000.00 2.24301 1.58793 1.61108
171 M2 375000000.00 6.00074 6.06459 4.47527
171 M1H 20667705.00 -0.00000 1.58793 -0.63865
171 M2H 20667705.00 0.00000 6.06459 -1.64581
171 BH 87926156.00 -0.96543 9.41971 -3.10715
172 M1 375000000.00 2.46698 1.98570 1.61358
172 M2 375000000.00 6.00141 5.96790 4.47529
172 M1H 20667705.00 -0.00000 1.98570 -0.86516
172 M2H 20667705.00 0.00000 5.96790 -1.64774
172 BH 87926156.00 -1.41006 9.19759 -3.55176
173 M1 375000000.00 2.28521 1.69196 1.61150
173 M2 375000000.00 5.64260 3.87920 4.46617
173 M1H 20667705.00 -0.00000 1.69196 -0.68092
173 M2H 20667705.00 -0.00000 3.87920 -1.21871
173 BH 87926156.00 -0.93514 7.22804 -2.55603
174 M1 375000000.00 2.80601 3.44933 1.61732
174 M2 375000000.00 6.39040 9.66009 4.48580
174 M1H 20667705.00 -0.00000 3.44933 -1.21550
174 M2H 20667705.00 0.00000 9.66009 -2.08975
174 BH 87926156.00 -1.79077 9.10652 -3.93246
175 M1 375000000.00 2.61972 2.53148 1.61520
175 M2 375000000.00 6.11429 7.36655 4.47821
175 M1H 20667705.00 -0.00000 2.53148 -1.01944
175 M2H 20667705.00 0.00000 7.36655 -1.77132
175 BH 87926156.00 -1.37243 9.19760 -3.51413
176 M1 375000000.00 2.85957 3.79762 1.61796
176 M2 375000000.00 6.39723 9.70677 4.48600
176 M1H 20667705.00 -0.00000 3.79762 -1.27053
176 M2H 20667705.00 0.00000 9.70677 -2.09800
176 BH 87926156.00 -3.49488 8.50014 -5.63648
177 M1 375000000.00 2.36082 1.79531 1.61238
177 M2 375000000.00 5.75875 4.57414 4.46898
177 M1H 20667705.00 -0.00000 1.79531 -0.75760
177 M2H 20667705.00 0.00000 4.57414 -1.35421
177 BH 87926156.00 -2.69650 8.08778 -4.57273
178 M1 375000000.00 2.21328 1.57155 1.61071
178 M2 375000000.00 5.64224 3.95291 4.46614
178 M1H 20667705.00 -0.00000 1.57155 -0.60833
178 M2H 20667705.00 -0.00000 3.95291 -1.22020
178 BH 87926156.00 -1.33796 7.24101 -2.97478
179 M1 375000000.00 2.75497 3.20448 1.61669
179 M2 375000000.00 6.37629 9.56138 4.48540
179 M1H 20667705.00 -0.00000 3.20448 -1.16142
179 M2H 20667705.00 0.00000 9.56138 -2.07281
179 BH 87926156.00 -1.87129 9.10497 -4.01298
180 M1 375000000.00 2.85802 3.79146 1.61794
180 M2 375000000.00 6.38864 9.65718 4.48574
180 M1H 20667705.00 -0.00000 3.79146 -1.26891
180 M2H 20667705.00 0.00000 9.65718 -2.08730
180 BH 87926156.00 -3.02932 8.67872 -5.17095
181 M1 375000000.00 2.55939 2.31895 1.61453
181 M2 375000000.00 6.17207 7.89186 4.47974
181 M1H 20667705.00 -0.00000 2.31895 -0.95866
181 M2H 20667705.00 0.00000 7.89186 -1.83631
181 BH 87926156.00 -1.73946 9.11006 -3.88115
182 M1 375000000.00 2.65570 2.69377 1.61558
182 M2 375000000.00 5.73913 5.10387 4.46833
182 M1H 20667705.00 -0.00000 2.69377 -1.05548
182 M2H 20667705.00 0.00000 5.10387 -1.31984
182 BH 87926156.00 -1.46187 7.99469 -3.25680
183 M1 375000000.00 2.75509 3.30572 1.61664
183 M2 375000000.00 6.35456 9.40403 4.48478
183 M1H 20667705.00 -0.00000 3.30572 -1.15987
183 M2H 20667705.00 0.00000 9.40403 -2.04697
183 BH 87926156.00 -1.94937 8.99263 -4.09105
184 M1 375000000.00 2.74309 3.11962 1.61656
184 M2 375000000.00 6.37760 9.57015 4.48543
184 M1H 20667705.00 -0.00000 3.11962 -1.15019
184 M2H 20667705.00 0.00000 9.57015 -2.07439
184 BH 87926156.00 -2.06566 8.99800 -4.20734
185 M1 375000000.00 2.77740 3.35175 1.61695
185 M2 375000000.00 6.36626 9.50559 4.48510
185 M1H 20667705.00 -0.00000 3.35175 -1.18455
185 M2H 20667705.00 0.00000 9.50559 -2.06023
185 BH 87926156.00 -2.07567 8.98635 -4.21734
186 M1 375000000.00 2.87102 3.78913 1.61814
186 M2 375000000.00 6.40542 9.75748 4.48624
186 M1H 20667705.00 -0.00000 3.78913 -1.28396
186 M2H 20667705.00 0.00000 9.75748 -2.10810
186 BH 87926156.00 -2.93511 8.58709 -5.07674
187 M1 375000000.00 2.74689 3.25034 1.61655
187 M2 375000000.00 6.35297 9.39389 4.48473
187 M1H 20667705.00 -0.00000 3.25034 -1.15148
187 M2H 20667705.00 0.00000 9.39389 -2.04502
187 BH 87926156.00 -1.56967 9.16553 -3.71136
188 M1 375000000.00 2.72721 3.05715 1.61637
188 M2 375000000.00 6.36743 9.50033 4.48514
188 M1H 20667705.00 -0.00000 3.05715 -1.13343
188 M2H 20667705.00 0.00000 9.50033 -2.06215
188 BH 87926156.00 -2.02158 9.09490 -4.16325
189 M1 375000000.00 2.78307 3.32129 1.61703
189 M2 375000000.00 6.38023 9.58926 4.48551
189 M1H 20667705.00 -0.00000 3.32129 -1.19123
189 M2H 20667705.00 0.00000 9.58926 -2.07752
189 BH 87926156.00 -2.72395 8.74427 -4.86559
190 M1 375000000.00 2.76533 3.37048 1.61675
190 M2 375000000.00 6.29626 9.00503 4.48311
190 M1H 20667705.00 -0.00000 3.37048 -1.17017
190 M2H 20667705.00 0.00000 9.00503 -1.97700
190 BH 87926156.00 -2.22442 8.94152 -4.36609
191 M1 375000000.00 2.44800 1.91145 1.61337
191 M2 375000000.00 6.00903 6.31761 4.47541
191 M1H 20667705.00 -0.00000 1.91145 -0.84638
191 M2H 20667705.00 -0.00000 6.31761 -1.64970
191 BH 87926156.00 -2.58249 8.93251 -4.72414
192 M1 375000000.00 2.79386 3.39867 1.61716
192 M2 375000000.00 6.38550 9.63027 4.48566
192 M1H 20667705.00 -0.00000 3.39867 -1.20223
192 M2H 20667705.00 0.00000 9.63027 -2.08371
192 BH 87926156.00 -3.19353 8.64528 -5.33515
193 M1 375000000.00 2.67510 2.89189 1.61573
193 M2 375000000.00 6.20531 8.13353 4.48067
193 M1H 20667705.00 -0.00000 2.89189 -1.07520
193 M2H 20667705.00 0.00000 8.13353 -1.87640
193 BH 87926156.00 -1.93240 9.07061 -4.07408
194 M1 375000000.00 2.87284 3.82994 1.61814
194 M2 375000000.00 6.40306 9.74433 4.48617
194 M1H 20667705.00 -0.00000 3.82994 -1.28517
194 M2H 20667705.00 0.00000 9.74433 -2.10514
194 BH 87926156.00 -1.76734 9.05731 -3.90903
195 M1 375000000.00 2.83103 3.61408 1.61761
195 M2 375000000.00 6.38988 9.65994 4.48578
195 M1H 20667705.00 -0.00000 3.61408 -1.24106
195 M2H 20667705.00 0.00000 9.65994 -2.08899
195 BH 87926156.00 -1.55982 9.19993 -3.70152
196 M1 375000000.00 2.50613 2.07450 1.61403
196 M2 375000000.00 5.74791 4.33083 4.46877
196 M1H 20667705.00 -0.00000 2.07450 -0.90455
196 M2H 20667705.00 0.00000 4.33083 -1.34571
196 BH 87926156.00 -1.57918 8.63097 -3.53110
197 M1 375000000.00 2.83808 3.65829 1.61769
197 M2 375000000.00 6.36936 9.54184 4.48518
197 M1H 20667705.00 -0.00000 3.65829 -1.24825
197 M2H 20667705.00 0.00000 9.54184 -2.06340
197 BH 87926156.00 -1.37417 9.25383 -3.51587
198 M1 375000000.00 2.80912 3.48147 1.61735
198 M2 375000000.00 6.38977 9.65611 4.48578
198 M1H 20667705.00 -0.00000 3.48147 -1.21814
198 M2H 20667705.00 0.00000 9.65611 -2.08897
198 BH 87926156.00 -1.85271 9.13173 -3.99439
199 M1 375000000.00 2.62257 2.55924 1.61522
199 M2 375000000.00 6.16774 7.95777 4.47960
199 M1H 20667705.00 -0.00000 2.55924 -1.02261
199 M2H 20667705.00 0.00000 7.95777 -1.82967
199 BH 87926156.00 -1.43365 9.20895 -3.57535
200 M1 375000000.00 2.68269 2.94388 1.61581
200 M2 375000000.00 6.32472 9.16556 4.48394
200 M1H 20667705.00 -0.00000 2.94388 -1.08458
200 M2H 20667705.00 0.00000 9.16556 -2.01255
200 BH 87926156.00 -1.62630 9.12666 -3.76799
201 M1 375000000.00 2.84626 3.68610 1.61780
201 M2 375000000.00 6.39490 9.69101 4.48593
201 M1H 20667705.00 -0.00000 3.68610 -1.25722
201 M2H 20667705.00 0.00000 9.69101 -2.09519
201 BH 87926156.00 -2.59889 8.82746 -4.74054
202 M1 375000000.00 2.82354 3.56726 1.61752
202 M2 375000000.00 6.39290 9.67867 4.48587
