sim TrancheName FaceAmount($) Yield(%) WAL(%) DiscMarginBeq(%)
202 M1H 20667705.00 -0.00000 3.56726 -1.23336
202 M2H 20667705.00 0.00000 9.67867 -2.09272
202 BH 87926156.00 -1.51792 9.16940 -3.65961
203 M1 375000000.00 2.74593 3.25903 1.61654
203 M2 375000000.00 6.31492 9.16579 4.48362
203 M1H 20667705.00 -0.00000 3.25903 -1.15012
203 M2H 20667705.00 0.00000 9.16579 -1.99806
203 BH 87926156.00 -2.10130 8.98058 -4.24297
204 M1 375000000.00 2.75273 3.23832 1.61664
204 M2 375000000.00 6.35121 9.39983 4.48467
204 M1H 20667705.00 -0.00000 3.23832 -1.15824
204 M2H 20667705.00 0.00000 9.39983 -2.04220
204 BH 87926156.00 -1.17764 9.31780 -3.31935
205 M1 375000000.00 2.84576 3.67381 1.61780
205 M2 375000000.00 6.39832 9.71280 4.48603
205 M1H 20667705.00 -0.00000 3.67381 -1.25680
205 M2H 20667705.00 0.00000 9.71280 -2.09937
205 BH 87926156.00 -1.65390 9.09292 -3.79559
206 M1 375000000.00 2.50428 2.16667 1.61392
206 M2 375000000.00 5.92860 6.72077 4.47300
206 M1H 20667705.00 -0.00000 2.16667 -0.90321
206 M2H 20667705.00 -0.00000 6.72077 -1.53165
206 BH 87926156.00 -1.31362 8.11794 -3.12396
207 M1 375000000.00 2.70447 2.91627 1.61610
207 M2 375000000.00 6.36041 9.44819 4.48494
207 M1H 20667705.00 -0.00000 2.91627 -1.10954
207 M2H 20667705.00 0.00000 9.44819 -2.05384
207 BH 87926156.00 -1.24494 9.30583 -3.38665
208 M1 375000000.00 2.85830 3.75817 1.61796
208 M2 375000000.00 6.39964 9.72238 4.48607
208 M1H 20667705.00 -0.00000 3.75817 -1.26978
208 M2H 20667705.00 0.00000 9.72238 -2.10096
208 BH 87926156.00 -1.38989 9.26909 -3.53159
209 M1 375000000.00 2.79061 3.39981 1.61711
209 M2 375000000.00 6.36567 9.50115 4.48508
209 M1H 20667705.00 -0.00000 3.39981 -1.19845
209 M2H 20667705.00 0.00000 9.50115 -2.05952
209 BH 87926156.00 -1.34063 9.30098 -3.48234
210 M1 375000000.00 2.86264 3.78081 1.61801
210 M2 375000000.00 6.40077 9.73014 4.48610
210 M1H 20667705.00 -0.00000 3.78081 -1.27435
210 M2H 20667705.00 0.00000 9.73014 -2.10233
210 BH 87926156.00 -1.53246 9.23900 -3.67416
211 M1 375000000.00 2.74451 3.18217 1.61654
211 M2 375000000.00 6.35397 9.41912 4.48475
211 M1H 20667705.00 -0.00000 3.18217 -1.14986
211 M2H 20667705.00 0.00000 9.41912 -2.04551
211 BH 87926156.00 -1.09152 9.37833 -3.23324
212 M1 375000000.00 2.74395 3.16388 1.61655
212 M2 375000000.00 6.35032 9.39693 4.48464
212 M1H 20667705.00 -0.00000 3.16388 -1.14974
212 M2H 20667705.00 0.00000 9.39693 -2.04101
212 BH 87926156.00 -1.51961 9.20280 -3.66131
213 M1 375000000.00 2.81280 3.57855 1.61735
213 M2 375000000.00 6.36796 9.50874 4.48515
213 M1H 20667705.00 -0.00000 3.57855 -1.22080
213 M2H 20667705.00 0.00000 9.50874 -2.06259
213 BH 87926156.00 -0.98268 9.43387 -3.12440
214 M1 375000000.00 2.78555 3.30902 1.61708
214 M2 375000000.00 6.38884 9.64847 4.48576
214 M1H 20667705.00 -0.00000 3.30902 -1.19471
214 M2H 20667705.00 0.00000 9.64847 -2.08790
214 BH 87926156.00 -2.40656 8.88361 -4.54822
215 M1 375000000.00 2.78481 3.40041 1.61703
215 M2 375000000.00 6.37574 9.56117 4.48538
215 M1H 20667705.00 -0.00000 3.40041 -1.19217
215 M2H 20667705.00 0.00000 9.56117 -2.07201
215 BH 87926156.00 -3.39426 8.56386 -5.53587
216 M1 375000000.00 2.79314 3.42057 1.61714
216 M2 375000000.00 6.38423 9.61945 4.48562
216 M1H 20667705.00 -0.00000 3.42057 -1.20091
216 M2H 20667705.00 0.00000 9.61945 -2.08225
216 BH 87926156.00 -1.44993 9.24677 -3.59163
217 M1 375000000.00 2.64155 2.73541 1.61536
217 M2 375000000.00 6.24659 8.56520 4.48176
217 M1H 20667705.00 -0.00000 2.73541 -1.04240
217 M2H 20667705.00 0.00000 8.56520 -1.92115
217 BH 87926156.00 -1.26264 9.31083 -3.40435
218 M1 375000000.00 2.88594 3.89947 1.61832
218 M2 375000000.00 6.40777 9.77214 4.48631
218 M1H 20667705.00 -0.00000 3.89947 -1.29916
218 M2H 20667705.00 0.00000 9.77214 -2.11101
218 BH 87926156.00 -2.62309 8.85306 -4.76474
219 M1 375000000.00 2.64076 2.62226 1.61542
219 M2 375000000.00 6.27455 8.76748 4.48254
219 M1H 20667705.00 -0.00000 2.62226 -1.04102
219 M2H 20667705.00 0.00000 8.76748 -1.95421
219 BH 87926156.00 -1.68794 9.17897 -3.82963
220 M1 375000000.00 2.86727 3.75739 1.61809
220 M2 375000000.00 6.40489 9.75538 4.48622
220 M1H 20667705.00 -0.00000 3.75739 -1.28002
220 M2H 20667705.00 0.00000 9.75538 -2.10741
220 BH 87926156.00 -3.63708 8.57008 -5.77867
221 M1 375000000.00 2.81661 3.54294 1.61743
221 M2 375000000.00 6.38705 9.63868 4.48570
221 M1H 20667705.00 -0.00000 3.54294 -1.22574
221 M2H 20667705.00 0.00000 9.63868 -2.08564
221 BH 87926156.00 -1.98405 9.03560 -4.12572
222 M1 375000000.00 2.85049 3.70782 1.61786
222 M2 375000000.00 6.39189 9.67949 4.48584
222 M1H 20667705.00 -0.00000 3.70782 -1.26180
222 M2H 20667705.00 0.00000 9.67949 -2.09122
222 BH 87926156.00 -1.76176 9.16140 -3.90345
223 M1 375000000.00 2.84412 3.69122 1.61777
223 M2 375000000.00 6.39464 9.68979 4.48592
223 M1H 20667705.00 -0.00000 3.69122 -1.25453
223 M2H 20667705.00 0.00000 9.68979 -2.09485
223 BH 87926156.00 -1.39313 9.32351 -3.53483
224 M1 375000000.00 2.86924 3.82623 1.61809
224 M2 375000000.00 6.40211 9.73846 4.48614
224 M1H 20667705.00 -0.00000 3.82623 -1.28116
224 M2H 20667705.00 0.00000 9.73846 -2.10397
224 BH 87926156.00 -1.61235 9.16850 -3.75404
225 M1 375000000.00 2.81993 3.53301 1.61748
225 M2 375000000.00 6.39349 9.68094 4.48589
225 M1H 20667705.00 -0.00000 3.53301 -1.22983
225 M2H 20667705.00 0.00000 9.68094 -2.09350
225 BH 87926156.00 -1.74023 9.14257 -3.88192
226 M1 375000000.00 2.69992 3.00128 1.61602
226 M2 375000000.00 6.25274 8.74443 4.48187
226 M1H 20667705.00 -0.00000 3.00128 -1.10201
226 M2H 20667705.00 0.00000 8.74443 -1.92354
226 BH 87926156.00 -1.33207 9.27797 -3.47377
227 M1 375000000.00 2.50378 2.12030 1.61394
227 M2 375000000.00 6.17339 7.72647 4.47983
227 M1H 20667705.00 -0.00000 2.12030 -0.90267
227 M2H 20667705.00 0.00000 7.72647 -1.84208
227 BH 87926156.00 -2.20233 8.94448 -4.34400
228 M1 375000000.00 2.20532 1.51819 1.61066
228 M2 375000000.00 5.58117 3.46357 4.46475
228 M1H 20667705.00 -0.00000 1.51819 -0.60058
228 M2H 20667705.00 -0.00000 3.46357 -1.14953
228 BH 87926156.00 -0.96085 5.35565 -2.25829
229 M1 375000000.00 2.68144 2.92158 1.61581
229 M2 375000000.00 6.06998 7.48673 4.47685
229 M1H 20667705.00 -0.00000 2.92158 -1.08149
229 M2H 20667705.00 0.00000 7.48673 -1.70675
229 BH 87926156.00 -1.89288 9.01624 -4.03456
230 M1 375000000.00 2.85318 3.70785 1.61790
230 M2 375000000.00 6.40010 9.72558 4.48608
230 M1H 20667705.00 -0.00000 3.70785 -1.26464
230 M2H 20667705.00 0.00000 9.72558 -2.10151
230 BH 87926156.00 -2.01127 9.03292 -4.15294
231 M1 375000000.00 2.79288 3.41328 1.61714
231 M2 375000000.00 6.38431 9.62075 4.48562
231 M1H 20667705.00 -0.00000 3.41328 -1.20109
231 M2H 20667705.00 0.00000 9.62075 -2.08231
231 BH 87926156.00 -1.36718 9.28677 -3.50888
232 M1 375000000.00 2.43863 1.95687 1.61324
232 M2 375000000.00 5.98938 5.59692 4.47507
232 M1H 20667705.00 -0.00000 1.95687 -0.83602
232 M2H 20667705.00 0.00000 5.59692 -1.64012
232 BH 87926156.00 -1.40244 9.19704 -3.54414
233 M1 375000000.00 2.65481 2.76489 1.61553
233 M2 375000000.00 6.10975 7.38486 4.47807
233 M1H 20667705.00 -0.00000 2.76489 -1.05471
233 M2H 20667705.00 0.00000 7.38486 -1.76516
233 BH 87926156.00 -1.48745 9.20930 -3.62915
234 M1 375000000.00 2.71900 2.91974 1.61628
234 M2 375000000.00 6.37318 9.53692 4.48531
234 M1H 20667705.00 -0.00000 2.91974 -1.12544
234 M2H 20667705.00 0.00000 9.53692 -2.06918
234 BH 87926156.00 -2.67054 8.89216 -4.81218
235 M1 375000000.00 2.72398 3.14526 1.61628
235 M2 375000000.00 6.33677 9.27785 4.48427
235 M1H 20667705.00 -0.00000 3.14526 -1.12728
235 M2H 20667705.00 0.00000 9.27785 -2.02578
235 BH 87926156.00 -1.90344 9.02879 -4.04512
236 M1 375000000.00 2.83671 3.69760 1.61766
236 M2 375000000.00 6.38811 9.64810 4.48573
236 M1H 20667705.00 -0.00000 3.69760 -1.24594
236 M2H 20667705.00 0.00000 9.64810 -2.08685
236 BH 87926156.00 -2.12292 9.02964 -4.26459
237 M1 375000000.00 2.71693 3.13180 1.61619
237 M2 375000000.00 6.31192 9.08718 4.48357
237 M1H 20667705.00 -0.00000 3.13180 -1.11964
237 M2H 20667705.00 0.00000 9.08718 -1.99686
237 BH 87926156.00 -2.08610 9.03747 -4.22777
238 M1 375000000.00 2.65617 2.77881 1.61555
238 M2 375000000.00 5.78512 5.58989 4.46943
238 M1H 20667705.00 -0.00000 2.77881 -1.05604
238 M2H 20667705.00 0.00000 5.58989 -1.37031
238 BH 87926156.00 -1.55283 8.05878 -3.36316
239 M1 375000000.00 2.70683 3.07282 1.61607
239 M2 375000000.00 6.15734 8.05860 4.47925
239 M1H 20667705.00 -0.00000 3.07282 -1.10952
239 M2H 20667705.00 0.00000 8.05860 -1.81203
239 BH 87926156.00 -1.49529 9.17439 -3.63699
240 M1 375000000.00 2.78602 3.46591 1.61702
240 M2 375000000.00 6.29272 9.13985 4.48291
240 M1H 20667705.00 -0.00000 3.46591 -1.19218
240 M2H 20667705.00 0.00000 9.13985 -1.96667
240 BH 87926156.00 -2.34096 9.03545 -4.48262
241 M1 375000000.00 2.68474 2.99999 1.61582
241 M2 375000000.00 5.79341 5.88738 4.46956
241 M1H 20667705.00 -0.00000 2.99999 -1.08523
241 M2H 20667705.00 0.00000 5.88738 -1.37394
241 BH 87926156.00 -1.72605 6.89497 -3.31991
242 M1 375000000.00 2.59837 2.49808 1.61493
242 M2 375000000.00 6.01389 7.32910 4.47522
242 M1H 20667705.00 -0.00000 2.49808 -0.99835
242 M2H 20667705.00 0.00000 7.32910 -1.63113
242 BH 87926156.00 -1.60639 8.78449 -3.62257
243 M1 375000000.00 2.85673 3.74449 1.61794
243 M2 375000000.00 6.40104 9.73049 4.48611
243 M1H 20667705.00 -0.00000 3.74449 -1.26833
243 M2H 20667705.00 0.00000 9.73049 -2.10270
243 BH 87926156.00 -1.91440 9.11329 -4.05608
244 M1 375000000.00 2.50076 2.11243 1.61387
244 M2 375000000.00 6.30451 8.98050 4.48339
244 M1H 20667705.00 -0.00000 2.11243 -0.90111
244 M2H 20667705.00 0.00000 8.98050 -1.98988
244 BH 87926156.00 -1.33790 9.24600 -3.47960
245 M1 375000000.00 2.76110 3.30380 1.61673
245 M2 375000000.00 6.24003 8.73552 4.48146
245 M1H 20667705.00 -0.00000 3.30380 -1.16697
245 M2H 20667705.00 0.00000 8.73552 -1.90499
245 BH 87926156.00 -1.70316 9.15132 -3.84485
246 M1 375000000.00 2.83533 3.63947 1.61767
246 M2 375000000.00 6.39380 9.68727 4.48590
246 M1H 20667705.00 -0.00000 3.63947 -1.24537
246 M2H 20667705.00 0.00000 9.68727 -2.09372
246 BH 87926156.00 -1.94776 9.04642 -4.08944
247 M1 375000000.00 2.81981 3.57068 1.61747
247 M2 375000000.00 6.38317 9.62280 4.48558
247 M1H 20667705.00 -0.00000 3.57068 -1.22924
247 M2H 20667705.00 0.00000 9.62280 -2.08057
247 BH 87926156.00 -1.88547 9.08286 -4.02715
248 M1 375000000.00 2.32466 1.75458 1.61195
248 M2 375000000.00 5.95667 6.25358 4.47396
248 M1H 20667705.00 -0.00000 1.75458 -0.72091
248 M2H 20667705.00 0.00000 6.25358 -1.58229
248 BH 87926156.00 -2.37388 8.94542 -4.51554
249 M1 375000000.00 2.66932 2.75065 1.61570
249 M2 375000000.00 6.35045 9.36965 4.48466
249 M1H 20667705.00 -0.00000 2.75065 -1.07361
249 M2H 20667705.00 0.00000 9.36965 -2.04227
249 BH 87926156.00 -1.49055 9.25413 -3.63225
250 M1 375000000.00 2.87916 3.87811 1.61822
250 M2 375000000.00 6.40474 9.75388 4.48622
250 M1H 20667705.00 -0.00000 3.87811 -1.29171
250 M2H 20667705.00 0.00000 9.75388 -2.10725
250 BH 87926156.00 -1.83967 9.08654 -3.98135
251 M1 375000000.00 2.76553 3.32643 1.61679
251 M2 375000000.00 6.36276 9.48189 4.48500
251 M1H 20667705.00 -0.00000 3.32643 -1.17160
251 M2H 20667705.00 0.00000 9.48189 -2.05601
251 BH 87926156.00 -2.31377 8.83887 -4.45543
252 M1 375000000.00 2.62135 2.52855 1.61521
252 M2 375000000.00 6.28723 8.82133 4.48291
252 M1H 20667705.00 -0.00000 2.52855 -1.02143
252 M2H 20667705.00 0.00000 8.82133 -1.97045
252 BH 87926156.00 -1.58360 9.20329 -3.72529
253 M1 375000000.00 2.73405 3.15122 1.61641
253 M2 375000000.00 6.36245 9.46050 4.48500
253 M1H 20667705.00 -0.00000 3.15122 -1.13867
253 M2H 20667705.00 0.00000 9.46050 -2.05636
253 BH 87926156.00 -1.50444 9.24914 -3.64613
254 M1 375000000.00 2.70705 3.10833 1.61606
254 M2 375000000.00 5.93974 6.92079 4.47325
254 M1H 20667705.00 -0.00000 3.10833 -1.10842
254 M2H 20667705.00 0.00000 6.92079 -1.54183
254 BH 87926156.00 -2.36768 7.73872 -4.16259
255 M1 375000000.00 2.68205 2.93532 1.61581
255 M2 375000000.00 6.14426 7.96612 4.47890
255 M1H 20667705.00 -0.00000 2.93532 -1.08420
255 M2H 20667705.00 0.00000 7.96612 -1.79660
255 BH 87926156.00 -2.13861 8.99327 -4.28028
256 M1 375000000.00 2.82067 3.60298 1.61746
256 M2 375000000.00 6.37054 9.54578 4.48521
256 M1H 20667705.00 -0.00000 3.60298 -1.22935
256 M2H 20667705.00 0.00000 9.54578 -2.06498
256 BH 87926156.00 -1.89021 9.06114 -4.03189
257 M1 375000000.00 2.79735 3.44562 1.61719
257 M2 375000000.00 6.38411 9.61801 4.48562
257 M1H 20667705.00 -0.00000 3.44562 -1.20528
257 M2H 20667705.00 0.00000 9.61801 -2.08213
257 BH 87926156.00 -1.68422 9.10944 -3.82591
258 M1 375000000.00 2.79040 3.49057 1.61707
258 M2 375000000.00 6.37594 9.56190 4.48538
258 M1H 20667705.00 -0.00000 3.49057 -1.19667
258 M2H 20667705.00 0.00000 9.56190 -2.07227
258 BH 87926156.00 -1.58465 9.22197 -3.72634
259 M1 375000000.00 2.65939 2.74374 1.61559
259 M2 375000000.00 6.12543 7.91689 4.47834
259 M1H 20667705.00 -0.00000 2.74374 -1.06047
259 M2H 20667705.00 0.00000 7.91689 -1.77059
259 BH 87926156.00 -1.85184 9.05871 -3.99352
260 M1 375000000.00 2.68073 2.91139 1.61580
260 M2 375000000.00 6.32520 9.18325 4.48395
260 M1H 20667705.00 -0.00000 2.91139 -1.08307
260 M2H 20667705.00 0.00000 9.18325 -2.01257
260 BH 87926156.00 -2.84749 8.79634 -4.98913
261 M1 375000000.00 2.81041 3.51320 1.61735
261 M2 375000000.00 6.37485 9.56802 4.48534
261 M1H 20667705.00 -0.00000 3.51320 -1.21936
261 M2H 20667705.00 0.00000 9.56802 -2.07045
261 BH 87926156.00 -1.58041 9.20469 -3.72211
262 M1 375000000.00 2.83432 3.57545 1.61766
262 M2 375000000.00 6.39539 9.69383 4.48595
262 M1H 20667705.00 -0.00000 3.57545 -1.24488
262 M2H 20667705.00 0.00000 9.69383 -2.09580
262 BH 87926156.00 -1.77735 9.20808 -3.91904
263 M1 375000000.00 2.77464 3.37734 1.61689
263 M2 375000000.00 6.37631 9.56166 4.48540
263 M1H 20667705.00 -0.00000 3.37734 -1.18076
263 M2H 20667705.00 0.00000 9.56166 -2.07282
263 BH 87926156.00 -2.14337 9.01236 -4.28504
264 M1 375000000.00 2.82398 3.53432 1.61754
264 M2 375000000.00 6.39638 9.69979 4.48598
264 M1H 20667705.00 -0.00000 3.53432 -1.23439
264 M2H 20667705.00 0.00000 9.69979 -2.09702
264 BH 87926156.00 -2.68448 8.86760 -4.82613
265 M1 375000000.00 2.70727 3.09774 1.61607
265 M2 375000000.00 6.29823 8.95794 4.48320
265 M1H 20667705.00 -0.00000 3.09774 -1.10887
265 M2H 20667705.00 0.00000 8.95794 -1.98178
265 BH 87926156.00 -2.17177 9.02431 -4.31344
266 M1 375000000.00 2.58591 2.40596 1.61482
266 M2 375000000.00 6.24976 8.49940 4.48188
266 M1H 20667705.00 -0.00000 2.40596 -0.98570
266 M2H 20667705.00 0.00000 8.49940 -1.92764
266 BH 87926156.00 -1.53301 9.22010 -3.67471
267 M1 375000000.00 2.37289 1.80475 1.61251
267 M2 375000000.00 6.08061 7.20738 4.47726
267 M1H 20667705.00 -0.00000 1.80475 -0.77040
267 M2H 20667705.00 0.00000 7.20738 -1.72865
267 BH 87926156.00 -1.50716 9.20062 -3.64885
268 M1 375000000.00 2.68877 2.93504 1.61589
268 M2 375000000.00 6.31692 9.14646 4.48370
268 M1H 20667705.00 -0.00000 2.93504 -1.09196
268 M2H 20667705.00 0.00000 9.14646 -2.00181
268 BH 87926156.00 -1.55569 9.17911 -3.69739
269 M1 375000000.00 2.57926 2.35643 1.61477
269 M2 375000000.00 6.23205 8.34846 4.48139
269 M1H 20667705.00 -0.00000 2.35643 -0.97889
269 M2H 20667705.00 0.00000 8.34846 -1.90695
269 BH 87926156.00 -1.26387 9.30262 -3.40558
270 M1 375000000.00 2.55052 2.21409 1.61449
270 M2 375000000.00 6.13323 7.36764 4.47875
270 M1H 20667705.00 -0.00000 2.21409 -0.94974
270 M2H 20667705.00 0.00000 7.36764 -1.79625
270 BH 87926156.00 -1.85057 9.08337 -3.99225
271 M1 375000000.00 2.63505 2.52123 1.61540
271 M2 375000000.00 5.64243 4.40046 4.46601
271 M1H 20667705.00 -0.00000 2.52123 -1.03498
271 M2H 20667705.00 0.00000 4.40046 -1.20850
271 BH 87926156.00 -1.56149 5.29515 -2.85891
272 M1 375000000.00 2.82220 3.51005 1.61752
272 M2 375000000.00 6.39303 9.67771 4.48588
272 M1H 20667705.00 -0.00000 3.51005 -1.23232
272 M2H 20667705.00 0.00000 9.67771 -2.09294
272 BH 87926156.00 -1.65292 9.19249 -3.79461
273 M1 375000000.00 2.67404 2.89068 1.61573
273 M2 375000000.00 5.89874 6.58381 4.47222
273 M1H 20667705.00 -0.00000 2.89068 -1.07446
273 M2H 20667705.00 0.00000 6.58381 -1.49594
273 BH 87926156.00 -2.18953 7.77955 -3.96954
274 M1 375000000.00 2.88015 3.85303 1.61825
274 M2 375000000.00 6.40687 9.76730 4.48628
274 M1H 20667705.00 -0.00000 3.85303 -1.29321
274 M2H 20667705.00 0.00000 9.76730 -2.10987
274 BH 87926156.00 -2.75433 8.78150 -4.89597
275 M1 375000000.00 2.84837 3.68985 1.61784
275 M2 375000000.00 6.39984 9.72255 4.48608
275 M1H 20667705.00 -0.00000 3.68985 -1.25964
275 M2H 20667705.00 0.00000 9.72255 -2.10125
275 BH 87926156.00 -1.97306 9.04200 -4.11474
276 M1 375000000.00 2.73409 3.18566 1.61640
276 M2 375000000.00 6.33472 9.26736 4.48421
276 M1H 20667705.00 -0.00000 3.18566 -1.13814
276 M2H 20667705.00 0.00000 9.26736 -2.02316
276 BH 87926156.00 -2.44827 8.81103 -4.58993
277 M1 375000000.00 2.46502 1.99302 1.61354
277 M2 375000000.00 5.78103 4.98110 4.46949
277 M1H 20667705.00 -0.00000 1.99302 -0.86326
277 M2H 20667705.00 0.00000 4.98110 -1.37752
277 BH 87926156.00 -2.68056 8.31278 -4.65374
278 M1 375000000.00 2.59706 2.50891 1.61490
278 M2 375000000.00 6.27972 8.80717 4.48269
278 M1H 20667705.00 -0.00000 2.50891 -0.99749
278 M2H 20667705.00 0.00000 8.80717 -1.96036
278 BH 87926156.00 -1.42274 9.26307 -3.56444
279 M1 375000000.00 2.86909 3.81605 1.61810
279 M2 375000000.00 6.40367 9.74726 4.48619
279 M1H 20667705.00 -0.00000 3.81605 -1.28118
279 M2H 20667705.00 0.00000 9.74726 -2.10593
279 BH 87926156.00 -2.18497 9.12031 -4.32664
280 M1 375000000.00 2.73971 3.16134 1.61650
280 M2 375000000.00 6.36975 9.51489 4.48521
280 M1H 20667705.00 -0.00000 3.16134 -1.14497
280 M2H 20667705.00 0.00000 9.51489 -2.06499
280 BH 87926156.00 -1.93342 9.04910 -4.07510
281 M1 375000000.00 2.73818 3.20909 1.61644
281 M2 375000000.00 6.31735 9.15965 4.48371
281 M1H 20667705.00 -0.00000 3.20909 -1.14223
281 M2H 20667705.00 0.00000 9.15965 -2.00181
281 BH 87926156.00 -2.28401 8.96606 -4.42567
282 M1 375000000.00 2.77508 3.38522 1.61690
282 M2 375000000.00 6.35933 9.45467 4.48490
282 M1H 20667705.00 -0.00000 3.38522 -1.18123
282 M2H 20667705.00 0.00000 9.45467 -2.05201
282 BH 87926156.00 -1.46694 9.20247 -3.60864
283 M1 375000000.00 2.77550 3.30090 1.61693
283 M2 375000000.00 6.37379 9.54929 4.48532
283 M1H 20667705.00 -0.00000 3.30090 -1.18286
283 M2H 20667705.00 0.00000 9.54929 -2.06960
283 BH 87926156.00 -1.27373 9.28874 -3.41543
284 M1 375000000.00 2.76107 3.27259 1.61674
284 M2 375000000.00 6.36685 9.49411 4.48513
284 M1H 20667705.00 -0.00000 3.27259 -1.16704
284 M2H 20667705.00 0.00000 9.49411 -2.06153
284 BH 87926156.00 -2.99207 8.98623 -5.13370
285 M1 375000000.00 2.73660 3.18035 1.61644
285 M2 375000000.00 6.36051 9.44507 4.48495
285 M1H 20667705.00 -0.00000 3.18035 -1.14063
285 M2H 20667705.00 0.00000 9.44507 -2.05412
285 BH 87926156.00 -1.58616 9.28286 -3.72786
286 M1 375000000.00 2.73324 3.17363 1.61640
286 M2 375000000.00 6.35710 9.42067 4.48485
286 M1H 20667705.00 -0.00000 3.17363 -1.13773
286 M2H 20667705.00 0.00000 9.42067 -2.05005
286 BH 87926156.00 -3.60166 8.50072 -5.74325
287 M1 375000000.00 2.66683 2.77335 1.61565
287 M2 375000000.00 6.31459 9.13477 4.48363
287 M1H 20667705.00 -0.00000 2.77335 -1.06988
287 M2H 20667705.00 0.00000 9.13477 -1.99884
287 BH 87926156.00 -1.77599 9.05560 -3.91767
288 M1 375000000.00 2.80868 3.50050 1.61732
288 M2 375000000.00 6.37751 9.57582 4.48543
288 M1H 20667705.00 -0.00000 3.50050 -1.21714
288 M2H 20667705.00 0.00000 9.57582 -2.07404
288 BH 87926156.00 -1.71144 9.11408 -3.85313
289 M1 375000000.00 2.75638 3.31594 1.61665
289 M2 375000000.00 6.33596 9.27831 4.48424
289 M1H 20667705.00 -0.00000 3.31594 -1.16083
289 M2H 20667705.00 0.00000 9.27831 -2.02452
289 BH 87926156.00 -2.64194 8.81344 -4.78359
290 M1 375000000.00 2.46784 2.00674 1.61358
290 M2 375000000.00 6.21074 7.97299 4.48086
290 M1H 20667705.00 -0.00000 2.00674 -0.86616
290 M2H 20667705.00 0.00000 7.97299 -1.88657
290 BH 87926156.00 -3.09864 8.65158 -5.24026
291 M1 375000000.00 2.59722 2.48679 1.61491
291 M2 375000000.00 6.33158 9.20976 4.48414
291 M1H 20667705.00 -0.00000 2.48679 -0.99836
291 M2H 20667705.00 0.00000 9.20976 -2.02087
291 BH 87926156.00 -2.56038 8.88937 -4.70203
292 M1 375000000.00 2.82710 3.61503 1.61755
292 M2 375000000.00 6.38761 9.64263 4.48572
292 M1H 20667705.00 -0.00000 3.61503 -1.23626
292 M2H 20667705.00 0.00000 9.64263 -2.08632
292 BH 87926156.00 -2.32512 8.98912 -4.46678
293 M1 375000000.00 2.80078 3.45067 1.61723
293 M2 375000000.00 6.37154 9.53875 4.48525
293 M1H 20667705.00 -0.00000 3.45067 -1.20921
293 M2H 20667705.00 0.00000 9.53875 -2.06670
293 BH 87926156.00 -1.64332 9.16348 -3.78501
294 M1 375000000.00 2.67072 2.86543 1.61569
294 M2 375000000.00 6.25631 8.67489 4.48202
294 M1H 20667705.00 -0.00000 2.86543 -1.07252
294 M2H 20667705.00 0.00000 8.67489 -1.93174
294 BH 87926156.00 -1.57114 9.16550 -3.71283
295 M1 375000000.00 2.80994 3.50095 1.61735
295 M2 375000000.00 6.38788 9.64377 4.48573
295 M1H 20667705.00 -0.00000 3.50095 -1.21896
295 M2H 20667705.00 0.00000 9.64377 -2.08667
295 BH 87926156.00 -0.91688 9.47362 -3.05860
296 M1 375000000.00 2.80798 3.46537 1.61734
296 M2 375000000.00 6.39229 9.67240 4.48586
296 M1H 20667705.00 -0.00000 3.46537 -1.21750
296 M2H 20667705.00 0.00000 9.67240 -2.09205
296 BH 87926156.00 -2.17303 8.96676 -4.31470
297 M1 375000000.00 2.85031 3.68730 1.61786
297 M2 375000000.00 6.40003 9.72401 4.48608
297 M1H 20667705.00 -0.00000 3.68730 -1.26167
297 M2H 20667705.00 0.00000 9.72401 -2.10147
297 BH 87926156.00 -2.27696 8.92630 -4.41862
298 M1 375000000.00 2.74594 3.21473 1.61656
298 M2 375000000.00 6.37133 9.52523 4.48525
298 M1H 20667705.00 -0.00000 3.21473 -1.15127
298 M2H 20667705.00 0.00000 9.52523 -2.06690
298 BH 87926156.00 -1.84803 9.16637 -3.98972
299 M1 375000000.00 2.81092 3.45441 1.61738
299 M2 375000000.00 6.39028 9.66172 4.48580
299 M1H 20667705.00 -0.00000 3.45441 -1.22075
299 M2H 20667705.00 0.00000 9.66172 -2.08952
299 BH 87926156.00 -1.89308 9.09874 -4.03476
300 M1 375000000.00 2.86287 3.62512 1.61809
300 M2 375000000.00 6.41636 9.81994 4.48657
300 M1H 20667705.00 -0.00000 3.62512 -1.27727
300 M2H 20667705.00 0.00000 9.81994 -2.12178
300 BH 87926156.00 -12.25264 6.93816 -14.39317
301 M1 375000000.00 2.86766 3.70504 1.61812
301 M2 375000000.00 6.40941 9.78187 4.48636
301 M1H 20667705.00 -0.00000 3.70504 -1.28135
301 M2H 20667705.00 0.00000 9.78187 -2.11305
301 BH 87926156.00 -12.25002 6.91836 -14.39054
302 M1 375000000.00 2.89926 3.84616 1.61855
302 M2 375000000.00 6.40082 9.74696 4.48609
302 M1H 20667705.00 -0.00000 3.84616 -1.31549
302 M2H 20667705.00 0.00000 9.74696 -2.10180
302 BH 87926156.00 -19.04261 6.33963 -21.18159
303 M1 375000000.00 2.53492 2.10163 1.61434
303 M2 375000000.00 1.69130 6.36660 0.05995
303 M1H 20667705.00 -0.00000 2.10163 -0.93452
303 M2H 20667705.00 -5.36400 6.36660 -7.18921
303 BH 87926156.00 9999999.00000 4.62248 99999.99000
304 M1 375000000.00 2.94839 4.12846 1.61917
